pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.0862908837856646	0.380726032264819	0.0631855595077774	0.620863398865696	1.4680467712679	25	CDKN1A CITED2 WWOX YY1 KCTD15
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME	0.0861867379321864	0.380726032264819	0.0618825131623321	0.564719808996584	1.42932646103243	37	SOCS3 IL1R1 ZC3H6 IL1B POLR1C POLR2E GRB2
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	0.0866019963447209	0.380854415346422	0.0563335007829073	0.404556119817515	1.28569940138021	182	ESR2 FOSB JUN FOS NCOR2 MMP2 HSPB1 JUND MYB CCNT1 TNRC6A AKT1 NR1H3 RDH11 GNAI2 GNG7 HSP90AA1 POLR2E USF2 YY1 NRIP1 CALM1 SRF EBAG9 TNRC6C
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY	0.0871627146361406	0.38236678423093	0.0608321173593861	0.536469186050509	1.41089822127304	47	IRF7 NFKBIA NFKBIB IRF3 DDX3X MAPK14 CASP10 AZI2 CXCL8 OTUD5 MAPK12
WP_OSTEOCLAST_SIGNALING	0.087116299178556	0.38236678423093	0.0704483776028406	-0.712797115715697	-1.49399753173169	9	MAPK8 ATP6V1G1 SLC9A1
BIOCARTA_MAPK_PATHWAY	0.0876556834305534	0.384051671378338	0.0594870687313202	0.491898726773187	1.37275623899895	70	JUN FOS NFKBIA MAP3K14 MAP2K7 MAP4K5 GRB2 PAK2 MAPK14 MAP3K8 MAPKAPK3 MAPK3 ELK1 RAPGEF2 MAPK12 RAC1
BIOCARTA_IL3_PATHWAY	0.0880365296803653	0.384288168542882	0.0641447501054599	0.696900339797638	1.49555973618835	14	FOS GRB2 PTPN6 MAPK3 SOS1 STAT5B STAT5A RAF1
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PRKCG_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY	0.0879191745485813	0.384288168542882	0.0699072347347811	-0.728580982998397	-1.48793933932708	8	PLCB1
PID_ERA_GENOMIC_PATHWAY	0.0880195599022005	0.384288168542882	0.0604138360818294	0.529467535181202	1.40069974053753	49	ESR2 JUN NCOR2 ANP32A NRIP1 EBAG9 PHB2 MPG LMO4 PRDM15
KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY	0.0884366327474561	0.385557482942247	0.0644263908163349	0.728074697437157	1.4970256660133	11	PIK3CD AKT1 GNAI2 BAD
BIOCARTA_FEEDER_PATHWAY	0.0887650085763293	0.386511339813227	0.0694651820488472	-0.746241504180324	-1.47537015247994	7	PYGL HK1 PGM1 KHK
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	0.0897281693528987	0.390223493597625	0.0733446513857948	-0.537874606994078	-1.42879612328707	30	KNTC1 ACTR10 DYNC1I2 DYNC1LI1 DCTN2 DCTN4 BUB1 DCTN5
REACTOME_FERTILIZATION	0.0900934579439252	0.39111518161678	0.0641447501054599	0.766056611674089	1.48765228514351	8	CD9
WP_ATR_SIGNALING	0.0901549879938878	0.39111518161678	0.0695529583952141	-0.696103922543081	-1.48606416900175	10	RPA1 RAD1 HUS1 ATR RPA2 RAD9A CHEK1 RPA3
BIOCARTA_PLK3_PATHWAY	0.0910280373831776	0.394417552641852	0.0637975135396477	0.76506281669116	1.48572237375734	8	PLK3
PID_NFKAPPAB_CANONICAL_PATHWAY	0.091728525980912	0.396478567567006	0.0616934711125078	0.6377891080326	1.46168468319579	21	TNFAIP3 NFKBIA RIPK2
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.0917080626671762	0.396478567567006	0.0642851373333349	0.798439087213739	1.46883907485734	6	LPGAT1 PLA2G4A PLA2G12A CRLS1
WP_PROSURVIVAL_SIGNALING_OF_NEUROPROTECTIN_D1	0.0918721461187215	0.3966132917512	0.0627208096593469	0.692834763640097	1.48683494204147	14	BIRC3
KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.0923364485981308	0.397597739718237	0.0633201262592919	0.764043227052645	1.48374237014856	8	PTCH2
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	0.0924383744170553	0.397597739718237	0.0595438367026528	0.556076477958351	1.41490730190839	38	CDKN1A MMP2 AKT1 ITGA5 RASA1 ANGPT1 GRB2 MAPK14 MAPK3 ELK1 RAC1 STAT5B
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING	0.0923866552609068	0.397597739718237	0.0604138360818294	0.588219859786969	1.4376916334647	30	PTGS2 MCL1 SLC2A3 BCL2A1 LDHA ANGPT1 BNIP3L PDHA1 BCL2L1 PMAIP1 BAX SLC2A1 TP53
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY	0.093432007400555	0.397988756161543	0.0625897727442784	0.722349571002466	1.48525398757966	11	PIK3CD AKT1 GNAI2 BAD
KEGG_MEDICUS_REFERENCE_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY	0.093432007400555	0.397988756161543	0.0625897727442784	0.722349571002466	1.48525398757966	11	PIK3CD AKT1 GNAI2 BAD
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	0.0929657122658183	0.397988756161543	0.0612585710281592	0.636218136420545	1.45808433142722	21	NR4A1 ATF4
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	0.093340712045748	0.397988756161543	0.0625245409501155	0.732505314158503	1.48530522839176	10	TUBB4B TUBA1A TUBA4A DCTN1 TUBB4A
KEGG_N_GLYCAN_BIOSYNTHESIS	0.0931007950756604	0.397988756161543	0.0743880192035108	-0.47756969763502	-1.37388309719475	45	ALG2 DPAGT1 ALG11 RPN2 RPN1 ALG5
KEGG_PROSTATE_CANCER	0.0930742713882795	0.397988756161543	0.0574352925653288	0.484532533379721	1.36046166950635	73	CDKN1A NFKBIA ATF4 PIK3CD AKT1 HSP90AA1 BAD GRB2 E2F3
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN	0.0928544134505159	0.397988756161543	0.0638665387777927	0.797625676136049	1.46734269273632	6	CD9 HSP90AA1
WP_MAPK_AND_NFKB_SIGNALING_INHIBITED_BY_YERSINIA_YOPJ	0.0927664273881833	0.397988756161543	0.062655195332066	0.713943314569412	1.49064016760028	12	NFKBIA MAP3K14
REACTOME_BIOLOGICAL_OXIDATIONS	0.0935557240333586	0.398035028547233	0.0562847952048854	0.451670287719744	1.32688924473076	100	ARNT2 PTGS1 GSTM3 TPST2 TPMT ACSS1 MTR CMBL CES2 AKR1A1 TPST1 MAT2A GSTK1 CYP4V2 SLC26A2 SULT1A3 SLC35B3 SLC35D1
BIOCARTA_RANBP2_PATHWAY	0.0952795301283446	0.401974764070181	0.0674483969481329	-0.676129870880716	-1.47594156821134	11	PIAS2 RAN PIAS1 MDM2 HDAC4
KEGG_MEDICUS_REFERENCE_ATR_SIGNALING	0.0952795301283446	0.401974764070181	0.0674483969481329	-0.676066291339315	-1.47580277876853	11	RPA1 RAD1 HUS1 ATR RPA2 RAD9A CHEK1 RPA3
PID_DELTA_NP63_PATHWAY	0.095	0.401974764070181	0.0708158139319178	-0.546085601468365	-1.42522298759634	27	FASN HBP1 ITCH HELLS TOP2A MDM2
REACTOME_INTERLEUKIN_35_SIGNALLING	0.0950971322849214	0.401974764070181	0.0620094437915393	0.720353124567046	1.48114900828953	11	STAT3 TYK2 JAK1 IL6ST IL12RB2 IL27RA STAT4
WP_ACETYLCHOLINE_SYNTHESIS	0.0951276102088167	0.401974764070181	0.0634554993001747	0.815401834181831	1.4520317307408	5	ACHE
WP_GLUTATHIONE_METABOLISM	0.0947391399257804	0.401974764070181	0.0677730323030541	-0.691012415301695	-1.4751946619747	10	ANPEP G6PD
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	0.0950954108184829	0.401974764070181	0.0569774257112045	0.488347926539781	1.36013025110462	69	CHST10 GSTM3 TPMT FMO4 EPHX2 CHST13 AKR1A1 GSTK1 CYP4V2
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_EXTRINSIC_APOPTOTIC_PATHWAY	0.0954451345755693	0.402192341276025	0.0656633389321157	-0.780869525855014	-1.43828538014595	5	IFT57 CASP3 CASP8
PID_GLYPICAN_1PATHWAY	0.0956714761376249	0.402665031428882	0.0680194272735311	-0.617377954397228	-1.46357115913298	16	TGFBR2 SMAD2
BIOCARTA_DREAM_PATHWAY	0.0961077292012544	0.40345852533297	0.0615683355795463	0.730307433206857	1.4808485725754	10	JUN FOS
BIOCARTA_P53_PATHWAY	0.0959927140255009	0.40345852533297	0.0611971384770468	0.67921708942679	1.47655309668272	15	CDKN1A GADD45A TIMP3
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY	0.0962031811185223	0.40345852533297	0.0731409447045026	-0.484285008642183	-1.37898584765755	43	MPO TGFBR2 SMAD2 SLC25A5 STIM1 MCU CAMK2D VDAC1 SARAF HSPA9
BIOCARTA_CASPASE_PATHWAY	0.0966826326059961	0.403569652198415	0.0601199218047462	0.639635052680319	1.45521016138018	20	BIRC3 LMNA
BIOCARTA_IGF1_PATHWAY	0.0963574376457922	0.403569652198415	0.0605921158454878	0.64610607397851	1.45627665911747	19	JUN FOS RASA1 GRB2 SRF MAPK3 ELK1 SOS1
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_REST_MEDIATED_TRANSCRIPTIONAL_REPRESSION	0.0966873706004141	0.403569652198415	0.0652191815441775	-0.779361634976303	-1.43550799245967	5	SIN3A HDAC2
PID_S1P_S1P4_PATHWAY	0.096577243293247	0.403569652198415	0.0615060330019218	0.718434024469592	1.47720306412796	11	S1PR4 GNAI2 GNA13 MAPK3
WP_NANOMATERIALINDUCED_INFLAMMASOME_ACTIVATION	0.0968666411922048	0.403840004119275	0.0624594990102385	0.793966417766376	1.46061098111993	6	IL1B PYCARD
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.0969821271608556	0.403844111565924	0.0780352840716953	-0.392314133557711	-1.28571934852961	95	GNG11 PLCB1 PRKAR1A AP2B1 CREB1 DLG1 DLG3 KRAS MDM2 CAMK2D TUBA1B
REACTOME_MITOCHONDRIAL_RNA_DEGRADATION	0.0975769482645711	0.405841859114554	0.0667337413459785	-0.689124481513383	-1.47116424257122	10	SUPV3L1 LRPPRC FASTKD5 REXO2 TBRG4
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.0985338168059278	0.409338953915792	0.0558992795229295	0.484651376869401	1.35253084654491	70	PRKG1 PRKCQ GNA11 MYL6B MYL9 CALM3 GNA13 CALM1 PLA2G4A MAPK3 RAMP1 PLCB2 PLA2G6 ACTA2 PRKACB PLA2G12A PRKCB ADCY9 RAF1
REACTOME_MEIOSIS	0.0987845875355573	0.409416263499307	0.0724404674044223	-0.461507190746732	-1.3493982345781	49	DMC1 MLH1 RPA1 UBE2I MND1 NBN RAD51C FIGNL1 SMC1A BRCA1 PSMC3IP
WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES	0.0987357977276364	0.409416263499307	0.0562847952048854	0.495604906717245	1.36276620384266	63	NOTCH4 PRKCQ PIK3CD PIK3C2A PIK3C2B
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	0.0990070921985816	0.409856824160091	0.0759225511621017	-0.407516109822156	-1.30577702943569	82	DNA2 TAF2 RPA1 CSNK2A1 TP53INP1 RFC4 DYRK2 RAD1 NBN WRN SUPT16H RFC3 MDM2 TAF1 TBP BRCA1 BRIP1 HUS1 CCNA2 RFC5 TPX2 BARD1
REACTOME_GAP_JUNCTION_ASSEMBLY	0.0991443452380952	0.409943851881315	0.0608321173593861	0.743160896174824	1.4770678076712	9	TUBB4B TUBA1A TUBA4A
KEGG_ASTHMA	0.0997260273972603	0.41042438579946	0.0600616151238803	0.684726010321095	1.46943342236636	14	HLA-DQB1 HLA-DMB HLA-DPA1 HLA-DQA1 HLA-DOA HLA-DRA FCER1G HLA-DMA FCER1A HLA-DRB1
PID_PLK1_PATHWAY	0.0995382247306311	0.41042438579946	0.0718550298668081	-0.481871893636922	-1.37211458098268	43	WEE1 PAK1 CENPU KIF2A CLSPN ODF2 BUB1 RAB1A TPX2 CDK1 STAG2 BUB1B PPP2R1A PPP2CA TUBG1 CDC20 CENPE RHOA
SA_CASPASE_CASCADE	0.0996907404038566	0.41042438579946	0.0599454721514683	0.667328594435201	1.46288742744562	16	BIRC3 APAF1 CASP10
WP_SEROTONIN_HTR1_GROUP_AND_FOS_PATHWAY	0.0994332818134982	0.41042438579946	0.0582215137439884	0.586914730713555	1.42391913970898	29	FOS STAT3 GNAI2 SRF MAPK14 MAPKAPK3 MAPK3 RAP1A ELK1
PID_P38_MK2_PATHWAY	0.100125605598421	0.410631408076315	0.0593739823723063	0.642068360051208	1.44717594209075	19	TSC2 HSPB1 LSP1 SRF YWHAG MAPK14 MAPKAPK3 ETV1
REACTOME_GAB1_SIGNALOSOME	0.1	0.410631408076315	0.0663458340758821	-0.644141046923722	-1.46013874339319	13	PAG1
WP_HEART_DEVELOPMENT	0.100054575222849	0.410631408076315	0.0598299516205161	0.66656568060854	1.46121500241461	16	BHLHE40 NFATC2 SRF
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	0.100671140939597	0.411969327271775	0.0642851373333349	-0.755035060832406	-1.45101233923752	6	CLASP1 ABL1 CAP1 CLASP2 ROBO1
WP_ESTROGEN_SIGNALING	0.100919052668788	0.411969327271775	0.0586531910294576	0.629847717522302	1.44348460933754	21	JUN FOS AKT1
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	0.100839099072575	0.411969327271775	0.0532220567988579	0.425223869828372	1.28917674434904	126	SOCS3 JUN NDUFV2 LEPR IL1B ATF4 PIK3CD AKT1 NR1H3 IRS2 PRKAB2 IL6R MLXIP COX8A NDUFS7 NDUFA3 COX6B1 NDUFB7 GSK3A NDUFB11 CXCL8 PRKAG2 NDUFA11 NDUFB6 NDUFS4 RAC1 NDUFV1 CYCS NDUFS3 DDIT3 ERN1 NDUFA8 BAX PRKAG1 MAPK9
WP_SULFATION_BIOTRANSFORMATION_REACTION	0.100771869639794	0.411969327271775	0.0650002507792486	-0.736551773068434	-1.4562128957635	7	G6PD PAPSS1 SULT1A1 PAPSS2
BIOCARTA_BTG2_PATHWAY	0.101536155863619	0.413161404267589	0.060295791275842	0.772990277274747	1.46251593249981	7	BTG2 BTG1
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.1015625	0.413161404267589	0.0600616151238803	0.740971751168807	1.4727167773205	9	PTCH2
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.1015625	0.413161404267589	0.0600616151238803	0.740971751168807	1.4727167773205	9	PTCH2
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	0.102312673450509	0.415733639700397	0.0596578256057473	0.712776095601445	1.46556955349793	11	TRIM56 IRF3 UBC
PID_HNF3A_PATHWAY	0.102775825720309	0.416607781400019	0.0579034702901396	0.618154556789411	1.43754978360172	23	JUN FOS PISD NFIA NRIP1
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	0.102882159795695	0.416607781400019	0.0590382721694151	0.692381914450021	1.46716225860958	13	CERK B3GALT4 B4GALT5
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	0.102702702702703	0.416607781400019	0.0691171906949246	-0.507186527566539	-1.39175089379618	35	NUP210 NUP98 NUP93 NUP37 NUP107 NUP54 NUP205 CDK1 NUP153 NUP214
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.103352864583333	0.418033891497038	0.0554274498121651	0.514598329758384	1.36899117067389	51	ID1 ID2
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	0.103726708074534	0.418632776577771	0.0628526173488668	-0.771398386890377	-1.42084046744911	5	HADHB ACADM
WP_IL10_ANTIINFLAMMATORY_SIGNALING	0.103738317757009	0.418632776577771	0.0595438367026528	0.753767476417447	1.46378726019838	8	BLVRB STAT3 JAK1 STAT2
KEGG_VEGF_SIGNALING_PATHWAY	0.103889789303079	0.418764899282241	0.0551495524088585	0.511980439272762	1.36813354858808	52	PTGS2 HSPB1 PIK3CD AKT1 NFATC2 BAD PLA2G4A MAPK14 MAPKAPK3 MAPK3 PLA2G6 MAPK12 RAC1 RAC2 PLA2G12A PRKCB RAF1 NFATC3
REACTOME_RHO_GTPASE_CYCLE	0.104343484772841	0.420113551134485	0.0988657646175472	-0.293884080167342	-1.14844601247894	380	RHOBTB2 DOCK4 DOCK9 SH3BP1 ARHGAP18 TPM4 PAK1 TAGAP PHIP TFRC SOS2 ADD3 ABCD3 SCFD1 ARHGAP32 DOCK5 HGS CCT6A CCT2 TMOD3 DBT TRIO FAM91A1 ARHGAP26 ELMO2 DOCK7 SNAP23 CUL3 DST SRRM1 NCK1 COPS4 ZNF512B DBN1 TUBA1B ITSN1 TIAM1 LBR PIK3R3 CEP97 WAS BRK1 FILIP1 SHMT2 SLK ESYT1 SLC4A7 WWP2 HINT2 PLEKHG4B WDR11 ARHGEF7 ARHGAP29 JUP DLG5 WDR91 ACTN1 ARHGAP27 NCF2 PIK3R1 LCK ANLN CCT7 SRGAP3 ACTB SHKBP1 MTMR1 GIT1 PICALM ARHGAP1 FRS2 CIT SPTBN1
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	0.104633456602132	0.420800685787593	0.0642148359994021	-0.667590727711008	-1.45730124938522	11	ULK1 CSNK2A1
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.105087881591119	0.42162800167723	0.0588173707216382	0.710534059425998	1.46095960659195	11	BHLHE40 PER1
PID_TAP63_PATHWAY	0.105045492142266	0.42162800167723	0.0554274498121651	0.540213922577927	1.38585526749403	40	CDKN1A FLOT2 GADD45A
WP_PHYSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART	0.105197800248359	0.42162800167723	0.0574867959986614	0.632553772257636	1.43909980097468	20	JUN FOS STAT3 CALM1 MAPK14 IL6ST
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.106132461161079	0.424891249165865	0.0547849027087005	0.52371189231366	1.37734691299737	47	JUNB NCOR2 CCNT1 UBC SKI TFDP2 CDK9 MAPK3
KEGG_MEDICUS_REFERENCE_ACTIVIN_SIGNALING_PATHWAY	0.106963087248322	0.42628113980207	0.0622655030196783	-0.748609163534313	-1.43866316930636	6	SMAD2
KEGG_MEDICUS_REFERENCE_NODAL_SIGNALING_PATHWAY	0.106963087248322	0.42628113980207	0.0622655030196783	-0.748609163534313	-1.43866316930636	6	SMAD2
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.106724096673845	0.42628113980207	0.0668120931524977	-0.527962965142413	-1.39476806261029	29	NCBP1 CPSF6 SNRPD3 SNRPE SNRPB CSTF2T CPSF3 CPSF2 SYMPK SNRPF ZNF473 SNRPG CPSF7 CSTF1
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	0.1069218870843	0.42628113980207	0.0596578256057473	0.803294863229438	1.43047216924721	5	CD151 ITGA6
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	0.107453416149068	0.426509086577057	0.0616934711125078	-0.769410925560429	-1.41717975784293	5	HADHB
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.107480653482373	0.426509086577057	0.062918812636024	-0.709978644468395	-1.44994884554784	8	ORC1 ORC3
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	0.107503991484832	0.426509086577057	0.0568270285718809	0.630286442553148	1.43394148263152	20	NFKBIA NFKBIB IRF3
WP_FOXP3_IN_COVID19	0.107343574372424	0.426509086577057	0.0585444411550859	0.767478084738661	1.45208673352533	7	STAT3 IL6R IL6ST STAT5B STAT5A
HALLMARK_HEDGEHOG_SIGNALING	0.107776022467966	0.427107900274736	0.0564312611344041	0.618969919417472	1.43077193098233	22	ACHE RASA1 MYH9 LDB1
BIOCARTA_EICOSANOID_PATHWAY	0.10821098423056	0.427601017254778	0.0572815437800962	0.652867791296842	1.44408133627722	17	PTGS2 PTGS1 CYSLTR1 EPHX2 PLA2G4A
BIOCARTA_EPO_PATHWAY	0.10826416456153	0.427601017254778	0.0571289261785879	0.645664686735497	1.44054413319613	18	JUN FOS GRB2 PTPN6 MAPK3 ELK1 SOS1 STAT5B STAT5A RAF1
HALLMARK_BILE_ACID_METABOLISM	0.108258928571429	0.427601017254778	0.0718550298668081	-0.405552503086745	-1.29196656768301	78	SLC23A1 CAT IDH2 ABCD3 PXMP2 FADS1 ATXN1 HSD17B4 PEX13 ABCA6 DHCR24 ISOC1 PNPLA8 MLYCD LCK
WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS	0.108392242160595	0.427628006823733	0.0572305462580584	0.652251120990349	1.44271732032772	17	NR4A1 NFATC2 CAPN2 CD4 CALM1
KEGG_MEDICUS_REFERENCE_WEE1_CELL_CYCLE_G2_M	0.108640939597315	0.428130272580706	0.0617563057695609	-0.747656749796919	-1.43683283829697	6	WEE1 CDK1 ATR CHEK1
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	0.108894965417404	0.42865239177141	0.0535588041272954	0.493317176180827	1.34438326188375	60	CDKN1A TSC2 SESN1 AKT1 REL MAML1 DDIT4
KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY	0.109180270317711	0.429296336020699	0.0560429946064997	0.617018769123069	1.42626177469398	22	NR4A1 ATF4
REACTOME_POLYMERASE_SWITCHING	0.10934393638171	0.429461095343308	0.0632527426055139	-0.621250363755009	-1.43562106361253	14	PRIM2 PCNA RFC4 RFC3 RFC5
BIOCARTA_NPC_PATHWAY	0.109636719599739	0.430132046750033	0.062655195332066	-0.663234650258527	-1.44779225405257	11	NUP210 RAN NUTF2 NUP153 NUP214 RANGAP1 RCC1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.110062390017597	0.430523684050664	0.0530972576051429	0.489619021297396	1.34319319816221	62	ATF3 CD9 FBXO6 CLU
KEGG_ERBB_SIGNALING_PATHWAY	0.109911054637865	0.430523684050664	0.0529320926690098	0.482465906602255	1.33532698424098	66	CDKN1A JUN MAP2K7 PIK3CD AKT1 BAD GRB2 EIF4EBP1 PAK2 CAMK2G
PID_EPO_PATHWAY	0.110102739726027	0.430523684050664	0.0550577664801399	0.563625293816731	1.38904527214161	32	SOCS3 IRS2 GRB2 PTPN6 MAPK14 TEC SH2B3 RAP1A BCL2L1 SOS1 STAT5B STAT5A RAPGEF1
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR	0.110528523489933	0.43170996937873	0.0611971384770468	-0.746378852433567	-1.43437699890792	6	NBN DDX1
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	0.110740122426266	0.432057977652036	0.070908526474039	-0.406822484728813	-1.29029842413332	76	PSMD9 PSMD14 BTRC PSMD1 TAB1 PSMC2 PSMA3 UBE2N PSMD11 PSMA2 PSMA5 PSMD2 PSMB4 PSMC4 PSMF1 PSMD8
REACTOME_CELLULAR_HEXOSE_TRANSPORT	0.110988404196576	0.432071542325126	0.0569774257112045	0.69644346586134	1.45410228443947	12	SLC2A3 SLC50A1 SLC2A11
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	0.111111111111111	0.432071542325126	0.0623299809682921	-0.677942598432558	-1.44729281296101	10	CCT5 CCT6A CCT2 CCT7 ACTB CCT3
REACTOME_PROTEIN_FOLDING	0.111049723756906	0.432071542325126	0.0705397288527552	-0.409435679660445	-1.28965863959277	73	GNG11 TBCC TBCD CSNK2A1 VBP1 CCT5 CCT6A CCT2 FBXW2 AP3M1 FBXO4 TUBA1B CCNE1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	0.11180983524085	0.433832000984025	0.046199980919066	0.352137739932767	1.2016381706463	371	JUNB CDKN1A ESR2 NR4A1 JUN DUSP6 LMNA NCOR2 MCL1 TSC2 BCL2A1 PIM1 PIK3CD BCR AKT1 IRS2 SYVN1 STAT3 TRIP11 MAML1 UBC TYK2 MAML3 HSP90AA1 POLR2E CLCN6 SHOC2 MYH9 BAD GRB2 PTPN6 TRIM24 CALM1 CDC37 PPP2R5E TPM3 GCC2 CAMK2G DCTN1 KLB TNRC6C SQSTM1 FOXO3 GSK3A FLT3LG MAPK3 RAP1A PSMB10 MAML2 GAB2 PSEN1 PSME1 EREG PSMB9 CTBP1 RAC1 RAC2 PPFIBP1 PPP2CB CTBP2 BCL2L1 SOS1 STAT5B POLR2I UBA52 AXIN1
WP_CALORIC_RESTRICTION_AND_AGING	0.111769201375621	0.433832000984025	0.0579034702901396	0.781874444106575	1.438366124013	6	AKT1 NAMPT PRKAB2
KEGG_MEDICUS_REFERENCE_TYPE_II_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	0.112533435231181	0.434251013195158	0.0576940932334375	0.780693659499892	1.43619390750073	6	STAT3 JAK1
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	0.112523364485981	0.434251013195158	0.0570278025981624	0.745584784859045	1.44789678995118	8	TUBB4B TUBA1A TUBA4A
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS	0.112452350698856	0.434251013195158	0.0522851537507428	0.480969411512393	1.33118511587695	66	JUN FOS PIK3CD AKT1 STAT3 JAK1 GRB2 IL6ST ELK1 MAPK12 FZD1 SOS1 AXIN1
WP_INSULIN_SIGNALING_IN_ADIPOCYTES_DIABETIC_CONDITION	0.112422360248447	0.434251013195158	0.0602370091541037	-0.763354634523318	-1.4060246614175	5	INSR TBC1D4 MTOR AKT2
WP_INSULIN_SIGNALING_IN_ADIPOCYTES_NORMAL_CONDITION	0.112422360248447	0.434251013195158	0.0602370091541037	-0.763354634523318	-1.4060246614175	5	INSR TBC1D4 MTOR AKT2
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY	0.113467261904762	0.435082191394575	0.0566281919237633	0.730690757451357	1.45228281082807	9	TUBB4B TUBA1A TUBA4A
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	0.113271028037383	0.435082191394575	0.0568270285718809	0.744670632072487	1.44612154062734	8	TPST2 SERPING1 TPST1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.11348897535668	0.435082191394575	0.0613201759333526	-0.687728723453824	-1.44145506861283	9	ORC1 ORC3
