p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MPZL2	2.21395755232601e-47	-4.91052915505612	0.002	0.046	3.15267555451224e-43
TIPRL	2.44634919007114e-47	0.380024505707303	0.315	0.203	3.4836012466613e-43
NDUFA6	2.50877899248668e-47	0.338564528690412	0.395	0.266	3.57250128530103e-43
CAMKMT	2.64454989611537e-47	1.05659619357652	0.063	0.024	3.76583905206828e-43
STON2	2.67352862407416e-47	0.67195004437087	0.123	0.061	3.8071047606816e-43
SMC1A	2.89226255564626e-47	0.467043944274262	0.213	0.126	4.11858187924027e-43
PTGER2	3.15055250005931e-47	0.450948023373137	0.294	0.191	4.48638676008446e-43
GALNT10	3.5425720051872e-47	0.953499690557601	0.067	0.026	5.04462253538657e-43
PREX2	3.75616497416742e-47	-3.47025907830812	0.005	0.052	5.34877892321441e-43
SRA1	3.86896555506543e-47	0.572189057398514	0.166	0.092	5.50940695041318e-43
SRPK1	3.93298482932677e-47	0.478014317342707	0.239	0.146	5.60057039696132e-43
SYAP1	4.27574839857618e-47	0.422814302151413	0.314	0.205	6.08866571957248e-43
CYC1	5.43608580093316e-47	0.403713731606523	0.405	0.286	7.74098618052882e-43
DBNL	5.76863023405603e-47	0.37173110341628	0.334	0.218	8.21452945329579e-43
C1orf174	5.8721791389404e-47	0.464126379975519	0.193	0.111	8.36198309385114e-43
PSMB2	5.99410820466651e-47	0.29297540575871	0.545	0.394	8.53561008344511e-43
CYTIP	6.44322453183089e-47	-1.30032573981349	0.098	0.175	9.17515173332719e-43
CERS2	6.70449095730522e-47	0.376520811256909	0.346	0.228	9.54719512320263e-43
SNRNP40	8.10099147902877e-47	0.328613248598865	0.359	0.235	1.1535811866137e-42
SLC44A1	8.67079516462846e-47	0.703246597078728	0.153	0.084	1.23472123144309e-42
PLEKHJ1	8.89708888406383e-47	0.381270783551725	0.299	0.19	1.26694545709069e-42
UQCRH	9.32576513619471e-47	0.161374681060909	0.979	0.939	1.32798895539413e-42
BYSL	9.46008012121006e-47	0.775867161016919	0.088	0.039	1.34711540926031e-42
ATP6V0D1	1.00866922749383e-46	0.466020733007634	0.22	0.131	1.43634497995122e-42
PPM1G	1.06429422584838e-46	0.427566920919271	0.343	0.232	1.51555497760809e-42
SYPL1	1.11341673127607e-46	-0.332440016647707	0.752	0.754	1.58550542533712e-42
LYRM1	1.41333719893921e-46	-0.984070623955511	0.185	0.265	2.01259217128944e-42
ALG3	1.54552587834441e-46	0.388685882310092	0.257	0.159	2.20082885076243e-42
SRSF10	1.82886809995428e-46	0.312370614880424	0.45	0.309	2.6043081743349e-42
PLIN3	2.48152962377057e-46	0.344827479151025	0.379	0.254	3.53369818424929e-42
MND1	2.61082346017827e-46	1.53241569177037	0.041	0.012	3.71781260729386e-42
TBC1D7	3.08660246236713e-46	0.660859303648986	0.126	0.064	4.39532190641079e-42
THOC7	3.20185541852214e-46	0.284388592353274	0.66	0.51	4.55944211597552e-42
NUP98	3.22732413907593e-46	0.523729245840077	0.184	0.105	4.59570957404412e-42
SMC3	3.30316022217583e-46	0.339274944020079	0.466	0.327	4.70370015637838e-42
EIF2S1	3.78103366059139e-46	0.372917883868892	0.262	0.162	5.38419193268214e-42
C1orf43	5.38830913849497e-46	0.291360106398371	0.591	0.435	7.67295221321683e-42
RWDD4	6.21253529663934e-46	0.452038455209193	0.22	0.132	8.84665026241442e-42
POLR3K	6.97243759024929e-46	0.369599471630764	0.242	0.147	9.92875112851499e-42
REC8	7.0155937578802e-46	0.430382216960463	0.292	0.189	9.9902055112214e-42
ZFP36L1	7.61361210086709e-46	0.64838786588542	0.223	0.138	1.08417836316347e-41
VPS4B	9.83786038304762e-46	0.463906426789213	0.219	0.132	1.40091131854598e-41
LMO2	1.01738196193763e-45	0.439831217917903	0.308	0.203	1.44875191379918e-41
SERBP1	1.05127926802368e-45	0.22880926287855	0.85	0.754	1.49702167766572e-41
ARHGAP22	1.13671268643855e-45	0.425957975364297	0.231	0.14	1.6186788654885e-41
IFI27L1	1.1474228846043e-45	0.562352151289609	0.166	0.093	1.63393018767652e-41
HBS1L	1.18129448239672e-45	0.48093025287564	0.186	0.107	1.68216334293293e-41
RAB9A	1.27636935384005e-45	0.456638314581638	0.203	0.119	1.81754995986823e-41
PRMT1	1.49571423034134e-45	0.309348709346525	0.609	0.462	2.12989706400606e-41
NDUFB9	1.58064047980811e-45	0.252451282528273	0.737	0.601	2.25083204324675e-41
TFDP2	1.62107808323401e-45	0.328931517177303	0.635	0.484	2.30841519052523e-41
ILK	1.73742036742387e-45	0.441212203754928	0.254	0.158	2.47408660321159e-41
GET3	1.79811027343702e-45	0.36943035174626	0.307	0.198	2.56050902937431e-41
HDGF	1.81202771486407e-45	0.461994804806551	0.216	0.129	2.58032746596644e-41
BTF3L4	1.93714449467439e-45	0.325482594287613	0.411	0.279	2.75849376041634e-41
STAG3	2.67338753404306e-45	0.613077537097509	0.165	0.093	3.80690384847731e-41
HDDC3	2.7965943756565e-45	0.378751152115736	0.261	0.162	3.98235039093485e-41
PFKP	2.87382869288966e-45	0.427564946286557	0.197	0.115	4.09233205867488e-41
MAGED1	3.2623286460936e-45	0.447197487872528	0.204	0.121	4.64555599203729e-41
SMIM14	3.47096110730696e-45	-1.82316158860955	0.031	0.091	4.94264861680511e-41
ROBO4	3.578760254404e-45	-1.67891861119505	0.041	0.104	5.09615460227129e-41
BTBD2	4.93320550474921e-45	0.719576993913097	0.107	0.052	7.02488463876288e-41
CHEK1	5.06230618440599e-45	0.896730728462483	0.069	0.028	7.20872400659413e-41
ZDHHC12	5.23581668510964e-45	0.370195032480524	0.28	0.177	7.45580295959613e-41
CDKN1A	5.65965572947735e-45	-2.74686361230897	0.013	0.063	8.05934975877575e-41
MRPL48	6.11571130555404e-45	0.364262835307117	0.297	0.191	8.70877289910895e-41
NDUFS1	6.8577936348461e-45	0.51977176484867	0.174	0.099	9.76549813602085e-41
TIMM50	6.90782774077589e-45	0.4822668492445	0.195	0.114	9.83674670286487e-41
ZNF521	7.55422558096828e-45	0.51665997231704	0.198	0.118	1.07572172272988e-40
SNX6	7.69373861566695e-45	0.379590407661123	0.37	0.252	1.09558837887097e-40
KDM5B	8.31503730863027e-45	0.443599949996776	0.265	0.168	1.18406131274895e-40
H2BC12	9.76303056791782e-45	-1.95396328839119	0.068	0.136	1.3902555528715e-40
GSTO2	1.32710620301659e-44	-2.32531166473946	0.025	0.08	1.88979923309562e-40
KMT2C	1.43058667950758e-44	0.493842157123276	0.216	0.131	2.03715543161879e-40
STARD7	1.4600118781471e-44	0.448594356800483	0.212	0.127	2.07905691448147e-40
SNRPN	1.78130184914661e-44	0.328345174687198	0.401	0.274	2.53657383318477e-40
ALDH4A1	2.15125010703426e-44	1.39567559795129	0.04	0.012	3.06338015241678e-40
NUDCD2	2.16750863650827e-44	0.315766981038181	0.467	0.328	3.08653229838778e-40
SLC9A9	2.35410321784725e-44	0.925509519855974	0.075	0.032	3.35224298221448e-40
MGLL	2.46004668892069e-44	0.547830495668972	0.393	0.281	3.50310648502307e-40
PGLYRP2	2.48389412745023e-44	-3.31735933441296	0.006	0.05	3.53706523748913e-40
NUTF2	2.63935644595539e-44	0.311287440727016	0.484	0.344	3.75844357904047e-40
CCT6A	2.66380655845106e-44	0.293014504033701	0.648	0.5	3.79326053923431e-40
PRKDC	2.6845141010709e-44	0.402832322916651	0.298	0.194	3.82274807992496e-40
CENPM	2.97966115570401e-44	1.18529779364082	0.047	0.015	4.2430374857225e-40
AP2M1	3.00074496840216e-44	0.263333977090809	0.746	0.603	4.27306083500467e-40
NUSAP1	3.04064610815712e-44	0.91258537571432	0.068	0.027	4.32988005801575e-40
TXNL4A	3.26124021029307e-44	0.42514189108229	0.246	0.154	4.64400605945734e-40
PRSS57	3.27647786125942e-44	0.238514366625115	0.868	0.763	4.66570447443342e-40
NDUFC2	3.63564674615697e-44	0.287957567225058	0.645	0.492	5.17716096652753e-40
LAG3	4.33293975540791e-44	-3.61713042137639	0.006	0.05	6.17010621170086e-40
MRPL28	5.59122086639907e-44	0.318845088441603	0.337	0.221	7.96189851375228e-40
ACTN4	6.09907819801081e-44	0.411620120709204	0.29	0.188	8.6850873539674e-40
EWSR1	7.85134694051768e-44	0.306539505947793	0.542	0.399	1.11803180432972e-39
GSTZ1	7.89366328440495e-44	0.526729928873988	0.168	0.096	1.12405765169926e-39
TOMM7	9.43327554778411e-44	-0.230580121816448	0.948	0.938	1.34329843800446e-39
STOML2	9.5495635655854e-44	0.287565986059719	0.635	0.483	1.35985785173936e-39
GLA	1.03800968789194e-43	0.566662960025547	0.138	0.074	1.47812579555812e-39
FBXO9	1.14550487598936e-43	0.483672946478909	0.165	0.093	1.63119894340885e-39
MMP2	1.17876422215381e-43	-3.93841495249518	0.004	0.046	1.67856025234702e-39
SPINT2	1.19732752654139e-43	-0.321085919716166	0.738	0.738	1.70499439779495e-39
COA1	1.21536227224677e-43	0.359273151910067	0.246	0.152	1.7306758756794e-39
TAF11	1.23391653220626e-43	0.345788503579682	0.306	0.199	1.75709714186172e-39
FH	1.23781885132986e-43	0.435384813437378	0.212	0.128	1.76265404429372e-39
CTNS	1.30568759532375e-43	1.09548640416958	0.058	0.022	1.85929913574103e-39
PKM	1.32907224169457e-43	-0.403876092566243	0.492	0.564	1.89259887217306e-39
ACIN1	1.39547878495274e-43	0.397411573359888	0.27	0.172	1.98716178977271e-39
CTSS	1.41692296807036e-43	-0.655907417119833	0.375	0.428	2.0176983065322e-39
CDKN2D	1.53339648926039e-43	0.974308595595421	0.078	0.034	2.18355660070679e-39
ILF3	1.62169604338922e-43	0.324160058878264	0.477	0.343	2.30929516578625e-39
SIAH2	1.75554243029911e-43	0.648581458655021	0.159	0.09	2.49989242074593e-39
MRPL37	1.86862683360759e-43	0.332663009752572	0.341	0.226	2.66092461105721e-39
SRPRB	2.58747102638701e-43	0.420048900126103	0.204	0.122	3.6845587415751e-39
TCF4	2.62594693146619e-43	-0.78010243238781	0.285	0.351	3.73934843040785e-39
CATSPER1	2.65650091412045e-43	3.7713658660516	0.011	0.001	3.78285730170752e-39
FAM32A	2.70459449471148e-43	0.332276233585826	0.376	0.255	3.85134256046914e-39
GPR141	2.80123851327921e-43	1.11083205530862	0.061	0.024	3.98896364290959e-39
DDX21	3.28972279566613e-43	0.33823283013448	0.485	0.351	4.68456526102857e-39
NDUFB2	3.62201326632744e-43	0.289711695724666	0.62	0.472	5.15774689125027e-39
CAPRIN1	4.17806880674439e-43	0.364332321230114	0.343	0.231	5.94956998080401e-39
TMEM97	4.35859582170828e-43	0.525261486588046	0.147	0.08	6.20664045011259e-39
GTF2F2	5.24783928066561e-43	0.353826905148658	0.32	0.211	7.47292313566784e-39
TPMT	5.79352998257538e-43	0.481051202917762	0.162	0.091	8.24998669518734e-39
HSPA4	6.03609022394032e-43	0.497948692023664	0.18	0.105	8.59539247889101e-39
CBX1	6.66287963577282e-43	0.369925592113762	0.298	0.194	9.4879406013405e-39
SNRNP25	6.6792544993488e-43	0.398444661157959	0.197	0.116	9.51125840707269e-39
CAPZA2	6.78051425292843e-43	0.295501171008361	0.644	0.503	9.65545229617009e-39
PET100	6.84643602747974e-43	0.342478579750092	0.348	0.234	9.74932490313115e-39
ERH	7.44706729774528e-43	0.242987658379969	0.806	0.69	1.06046238319893e-38
RFX2	7.55764834343712e-43	0.848028798428269	0.092	0.043	1.07620912410545e-38
AUP1	7.57251895835724e-43	0.292147888424569	0.452	0.316	1.07832669967007e-38
TCP1	7.93911047599809e-43	0.276166310911743	0.634	0.478	1.13052933178213e-38
LCP2	8.22616942619185e-43	0.344908987603397	0.329	0.218	1.17140652628972e-38
AGPAT5	8.43259212518808e-43	0.542388031448413	0.151	0.083	1.20080111862678e-38
WDR12	9.1748941019986e-43	0.530655779208898	0.153	0.085	1.3065049201246e-38
CRYL1	1.00028169587339e-42	-1.14485185925744	0.125	0.199	1.42440113492371e-38
SMC2	1.04886096824508e-42	0.470370105476935	0.195	0.116	1.493578018781e-38
CSRNP1	1.10826613681946e-42	-1.33168576595462	0.1	0.172	1.5781709788309e-38
NT5C	1.15992328327067e-42	0.364893434560284	0.345	0.234	1.65173075537744e-38
POLR2F	1.17344447163489e-42	0.327516704220347	0.411	0.289	1.67098492760808e-38
GRSF1	1.26230260365567e-42	0.442753890409652	0.231	0.144	1.79751890760567e-38
NOL11	1.30339103823754e-42	0.376624246579526	0.245	0.153	1.85602883845025e-38
UPF3B	1.30545983874505e-42	0.323416108072303	0.341	0.228	1.85897481037296e-38
DOK2	1.35225723257277e-42	0.919013788546216	0.061	0.024	1.92561429918363e-38
SLC2A3	1.75666113242224e-42	-1.42936901440736	0.079	0.149	2.50148545256927e-38
NDUFA12	2.14283418053744e-42	0.277420640017409	0.564	0.415	3.05139587308531e-38
CDC6	2.15839934893751e-42	1.75101548512299	0.025	0.005	3.07356067288702e-38
ARPC5	2.18053813894802e-42	0.277189750605083	0.684	0.533	3.10508630986198e-38
NDUFA2	2.46745728593552e-42	0.302936769558947	0.564	0.421	3.51365917517219e-38
SYNGR1	2.57909063280206e-42	-0.820977768152333	0.236	0.31	3.67262506111014e-38
C1D	2.93213213062957e-42	0.299926982675365	0.367	0.247	4.17535615401651e-38
SRP9	2.94999967761291e-42	0.24578486889239	0.777	0.649	4.20079954092078e-38
BUD31	3.2823731994854e-42	0.295834174911287	0.457	0.321	4.67409943606721e-38
KCTD20	3.29490911406625e-42	0.439257621805573	0.189	0.111	4.69195057843034e-38
ZBTB20	3.90281847330636e-42	0.379951873110627	0.49	0.366	5.55761350598826e-38
ZNF804A	4.98424453649185e-42	0.804680861612354	0.097	0.047	7.09756421996439e-38
CRACD	5.07953361188795e-42	1.68536270687031	0.034	0.009	7.23325586332844e-38
LARP1	5.63897977505228e-42	0.378585038130848	0.269	0.172	8.02990719967444e-38
PTBP1	6.69796677368826e-42	0.370099210039108	0.313	0.208	9.53790468573208e-38
NPL	7.08710469707523e-42	1.83598802746913	0.026	0.006	1.00920370886351e-37
IFT81	7.80021999982367e-42	0.873674959019268	0.08	0.036	1.11075132797489e-37
CDK4	9.08876450637473e-42	0.293882881372745	0.536	0.394	1.29424006570776e-37
GLRX5	9.59999873747367e-42	0.632631573935801	0.171	0.101	1.36703982021625e-37
KIF2A	9.60642260745556e-42	0.435268585085397	0.326	0.222	1.36795457930167e-37
UBOX5	9.97898512893422e-42	-2.21383971511201	0.026	0.079	1.42100748236023e-37
CIB3	1.02519671613039e-41	2.4804682251017	0.017	0.002	1.45988012376967e-37
XRCC5	1.11012899063049e-41	0.288205851043347	0.675	0.53	1.58082368265782e-37
AP2S1	1.37977252364096e-41	0.278779052283204	0.551	0.405	1.96479607366472e-37
FAM133B	1.38179289257188e-41	0.325212090489864	0.371	0.253	1.96767307902236e-37
PSMB1	1.55499092406325e-41	0.219901840294701	0.832	0.711	2.21430707586607e-37
AFF2	1.57349765473117e-41	3.20039432195218	0.013	0.001	2.24066066033719e-37
EXOSC9	1.7596192355778e-41	0.441945756613769	0.171	0.099	2.50569779146279e-37
MIEN1	1.91028032963026e-41	0.311301017248742	0.371	0.251	2.72023918939349e-37
EIF1AX	2.00683140460379e-41	0.274817563503809	0.704	0.568	2.85772792015579e-37
TFPI	2.00935606544025e-41	-0.782690726937076	0.242	0.315	2.86132303718691e-37
MYL12A	2.20629714225493e-41	0.246121170135799	0.835	0.727	3.14176713057102e-37
PLD4	2.28744613901676e-41	-1.74357175743952	0.04	0.098	3.25732330195987e-37
MCM6	2.34489663869443e-41	0.587035695253955	0.106	0.053	3.33913281350086e-37
DUT	2.71815639247076e-41	0.323530418015717	0.647	0.517	3.87065470287836e-37
CTNNAL1	3.00787403149286e-41	1.06840181660146	0.051	0.019	4.28321262084583e-37
PAK1IP1	3.34786053990475e-41	0.460284948673164	0.164	0.093	4.76735340882436e-37
COPB1	3.51901796737704e-41	0.378664403956256	0.268	0.173	5.0110815855449e-37
TTC5	3.61890374833683e-41	0.442131599984264	0.206	0.124	5.15331893763165e-37
PANK2	3.62571371636203e-41	0.685734460769151	0.108	0.054	5.16301633209954e-37
MRPS25	3.63056089910158e-41	0.318580644358763	0.313	0.206	5.16991872032066e-37
TRIM33	3.65615395462317e-41	0.417653163655786	0.201	0.121	5.20636323138339e-37
SETBP1	3.76109002383648e-41	-4.12298585562641	0.003	0.042	5.35579219394314e-37
HSD17B14	3.9692575333422e-41	-1.79733375022196	0.034	0.09	5.65222272747929e-37
IDH3B	4.08600418805849e-41	0.302357240068716	0.391	0.268	5.81846996379529e-37
PPP4R2	4.8064485420144e-41	0.366299150755829	0.28	0.182	6.8443827238285e-37
FTL	4.86891179754356e-41	-0.129387832616427	1	0.999	6.93333039970203e-37
SHKBP1	5.05397938369445e-41	0.321643166194963	0.354	0.239	7.1968666423809e-37
ZSCAN16-AS1	5.67166618586922e-41	0.380941195509328	0.236	0.148	8.07645264867777e-37
MRPL15	5.93517962713406e-41	0.322768387357751	0.332	0.221	8.4516957890389e-37
DMAC2L	6.49734988116792e-41	0.394360594398022	0.249	0.158	9.25222623078311e-37
PIR	8.22818520828578e-41	0.551514377009485	0.129	0.069	1.17169357365989e-36
AZIN1	8.77467984804011e-41	0.474204343457737	0.166	0.096	1.24951441036091e-36
NDUFA11	9.41768765725733e-41	0.263575632685499	0.713	0.57	1.34107872239344e-36
ATXN10	9.57227417414625e-41	0.29089110637373	0.456	0.322	1.36309184239843e-36
ERAL1	1.03748677044641e-40	0.455213902134182	0.173	0.101	1.47738116111569e-36
CCNG1	1.06257374070632e-40	0.323945609749752	0.603	0.47	1.5131050067658e-36
MAPRE2	1.06612221643813e-40	0.364734638885611	0.297	0.197	1.5181580362079e-36
KCNN4	1.15106737492049e-40	0.371776285271215	0.21	0.127	1.63911994188678e-36
SERINC3	1.17083459132204e-40	0.297801151025744	0.442	0.313	1.66726845804259e-36
EMC6	1.1959350643512e-40	0.294743592699846	0.394	0.269	1.70301153163611e-36
NDUFB1	1.20247948467232e-40	0.285098201707674	0.564	0.43	1.71233078617338e-36
LOXL1-AS1	1.27265883690783e-40	-2.92124289775183	0.01	0.054	1.81226618375676e-36
RCC1	1.36137225820875e-40	0.430921253232509	0.172	0.1	1.93859409568926e-36
DDX41	1.40342821164006e-40	0.412190295238939	0.199	0.12	1.99848177337545e-36
GPS1	1.48954052158692e-40	0.429106687470407	0.203	0.123	2.12110570273977e-36
ABHD4	1.63548415305719e-40	0.8473516130511	0.068	0.029	2.32892943395344e-36
PSME3IP1	1.68489784863962e-40	0.318767003534604	0.291	0.189	2.39929453646282e-36
CSNK2B	1.8288593961333e-40	0.246237506595614	0.68	0.526	2.60429578009382e-36
TMED1	2.00606585566733e-40	0.352269368723094	0.236	0.147	2.85663777847028e-36
CORO7	2.05845572409202e-40	0.557001764172171	0.129	0.069	2.93124095110703e-36
SUDS3	2.10069253265655e-40	0.52382422941877	0.164	0.095	2.99138616650292e-36
TMEM65	2.40526812199307e-40	0.822066320036631	0.088	0.042	3.42510180571813e-36
RBX1	2.41426778612612e-40	0.250181272932511	0.706	0.561	3.43791732744359e-36
KIF5B	2.57546503938007e-40	0.287730302281077	0.489	0.351	3.66746221607722e-36
SLC35B2	2.81956668238238e-40	0.519349549679753	0.152	0.086	4.01506295571251e-36
SMARCA5	2.89361816552473e-40	0.355296008876315	0.287	0.188	4.12051226770722e-36
RAP1GDS1	3.31022430262116e-40	0.500695647967419	0.142	0.079	4.71375940693254e-36
GNAI2	3.41357684183935e-40	0.310719324094988	0.349	0.237	4.86093342277924e-36
MRPS10	3.46788744221818e-40	0.375135170375645	0.237	0.149	4.93827171771869e-36
ACAT2	3.6813884847642e-40	0.422502209184193	0.211	0.13	5.24229720230422e-36
ARID5A	3.72857499622464e-40	-1.12645028338691	0.143	0.213	5.30949079462389e-36
SURF4	4.26182139910613e-40	0.450726831495425	0.197	0.12	6.06883367232713e-36
SVIP	4.54783037653902e-40	-0.746411845579942	0.294	0.356	6.47611045619157e-36
CCND2	4.58374908485939e-40	0.300095913144241	0.347	0.236	6.52725869683977e-36
CSTB	4.95560874489011e-40	-0.507241024192417	0.471	0.51	7.05678685272351e-36
PPP1R12A	5.01513035094209e-40	0.307781585245685	0.432	0.309	7.14154561974153e-36
ZC3H13	5.1927460908774e-40	0.281845801341934	0.422	0.295	7.39447043340941e-36
FANCI	5.61965249633772e-40	1.09616981593744	0.053	0.02	8.00238515478491e-36
RCL1	6.04781594678217e-40	0.488149527823318	0.145	0.08	8.61208990821781e-36
DERA	6.82321800601426e-40	0.391047567990786	0.208	0.127	9.7162624405643e-36
MRPL32	7.06780477042386e-40	0.310825671563629	0.393	0.272	1.00645539930836e-35
UBE2C	9.45166338629429e-40	0.884730957773064	0.06	0.024	1.34591686620831e-35
SORD	1.12824111796385e-39	0.525590442298653	0.137	0.075	1.60661535198053e-35
DCUN1D5	1.37326672399894e-39	0.295142820743245	0.28	0.18	1.95553181497448e-35
BDP1	1.42627872421958e-39	0.337964921630075	0.3	0.199	2.03102090328868e-35
PAK2	1.49083344558983e-39	0.309018066051307	0.379	0.262	2.12294682651991e-35
BOLA2B	1.55258286527549e-39	0.732339456659541	0.114	0.06	2.2108780001523e-35
UROD	1.67419008562634e-39	0.33286532248331	0.499	0.374	2.38404668193191e-35
MRPL4	1.89068541721151e-39	0.304478241461378	0.369	0.254	2.69233603410919e-35
PTAFR	1.98868375853902e-39	0.667520036273497	0.092	0.044	2.83188567215956e-35
OTUB1	2.06102876456352e-39	0.307676706394491	0.296	0.195	2.93490496073845e-35
FAM133A	2.30554166224751e-39	-1.81875587765222	0.035	0.091	3.28309132704045e-35
STAT5B	2.32629976342616e-39	0.590991395715552	0.139	0.078	3.31265086311885e-35
RCOR1	2.42433370503858e-39	0.96380398657594	0.072	0.032	3.45225119597494e-35
CYTH2	2.47753875987e-39	0.359003490098159	0.294	0.194	3.52801519405487e-35
MYL9	2.53672257529379e-39	-2.23094342839835	0.022	0.072	3.61229294721836e-35
KPNA2	2.61053353421712e-39	0.452860646447006	0.178	0.105	3.71739975272517e-35
TOMM40	2.79352073963113e-39	0.582843940377036	0.169	0.1	3.97797353323473e-35
POLR1F	2.93850830044794e-39	0.355164275578728	0.376	0.26	4.18443581983787e-35
DAZAP1	2.99277612353958e-39	0.384852845515012	0.246	0.157	4.26171319992037e-35
ERI3	3.19377811216363e-39	0.385060991060821	0.214	0.132	4.547940031721e-35
ISCA2	3.41427099944492e-39	0.312905239858794	0.308	0.203	4.86192190320957e-35
MRPL21	3.46946206469854e-39	0.258516955055947	0.458	0.326	4.94051398013072e-35
CRNDE	4.65163163760609e-39	1.65819292608773	0.028	0.007	6.62392345195107e-35
CITED2	6.03200292958292e-39	0.390865805162091	0.272	0.182	8.58957217172608e-35
CLEC7A	6.76383324352042e-39	-3.93765072684653	0.004	0.041	9.63169853877308e-35
CCDC88A	8.41942729457504e-39	0.331664992794929	0.329	0.223	1.19892644674749e-34
CUX1	8.69382645216988e-39	0.328196263523078	0.354	0.245	1.23800088678899e-34
ACSL4	1.0488152943304e-38	0.807377787457656	0.086	0.041	1.49351297912649e-34
ELOVL1	1.05199393183381e-38	0.471974264749321	0.153	0.088	1.49803935893135e-34
OXT	1.0583114914151e-38	-3.12452951904678	0.009	0.051	1.5070355637751e-34
FUNDC1	1.13271447377968e-38	0.380249090680695	0.238	0.151	1.61298541066226e-34
C19orf38	1.24567018280503e-38	-1.32019170624082	0.071	0.135	1.77383434031436e-34
LGALS3BP	1.27945799106828e-38	-2.46131372856468	0.016	0.062	1.82194817928123e-34
UNG	1.35260488831432e-38	0.465407324428305	0.168	0.099	1.92610936095959e-34
COPS4	1.3838157485132e-38	0.312482520711534	0.324	0.217	1.9705536258828e-34
TTC27	1.49674803297288e-38	0.746013596256037	0.105	0.054	2.13136919895338e-34
STK17B	1.92384465814263e-38	-0.810661968923678	0.247	0.314	2.73955479319511e-34
HSPG2	2.17432990526179e-38	0.791809479922993	0.092	0.045	3.09624578509278e-34
NUP93	2.2271247765986e-38	0.483288712270507	0.151	0.086	3.17142568187641e-34
HSP90AA1	2.304985594974e-38	0.223027768170716	0.97	0.918	3.28229948724298e-34
TMEM256	2.35872852783181e-38	0.268433415752686	0.628	0.482	3.35882942363249e-34
R3HDM1	2.59805682057495e-38	0.502071816623377	0.149	0.085	3.69963291249872e-34
ACOT9	2.68103356220746e-38	0.522365523294856	0.123	0.066	3.81779179258343e-34
NCL	3.0024715771343e-38	0.259475089553657	0.831	0.732	4.27551952583925e-34
ANGPT2	3.01536030807013e-38	1.23348768937875	0.05	0.018	4.29387307869187e-34
CNST	3.13278583566739e-38	0.373888751010725	0.269	0.176	4.46108702999036e-34
PRPF19	3.95289861748628e-38	0.303470034007959	0.319	0.214	5.62892763130046e-34
SPTA1	4.05772615963651e-38	2.28310867893111	0.02	0.004	5.7782020513224e-34
OSGEP	4.07689436054167e-38	0.312161827346163	0.309	0.206	5.80549756941134e-34
SNRNP35	4.24170955493257e-38	0.427934787012169	0.179	0.107	6.04019440622397e-34
MFNG	4.321216094111e-38	0.290208023219822	0.412	0.292	6.15341171801406e-34
PLD1	4.34595435222257e-38	2.2219425079513	0.02	0.004	6.18863899756493e-34
GP1BA	4.46692033467028e-38	1.03625951283647	0.049	0.018	6.36089455657048e-34
UBE2L3	4.46726114412737e-38	0.276394419736463	0.577	0.444	6.36137986923738e-34
SMS	4.93296288846489e-38	0.282315676432964	0.437	0.31	7.024539153174e-34
TGOLN2	4.97980786374845e-38	0.297721644723125	0.348	0.238	7.0912463979778e-34
DRAM1	5.10722084855421e-38	-1.60644776242454	0.05	0.108	7.2726824883412e-34
CENPN	5.37332361988899e-38	0.73657917011597	0.092	0.045	7.65161283472192e-34
NICOL1	5.4699517816423e-38	0.571420096281331	0.178	0.108	7.78921133705864e-34
SEC13	5.53148347886357e-38	0.336616384869456	0.282	0.185	7.87683247390172e-34
ZNF609	5.68854937838113e-38	0.582951941633719	0.141	0.08	8.10049431481473e-34
AMMECR1	6.08134005972558e-38	0.867937903458161	0.061	0.025	8.65982824504922e-34
MRPL33	6.69834489127576e-38	0.290855995969536	0.467	0.337	9.53844312517668e-34
BLOC1S1	6.91397217166752e-38	0.267689943470783	0.413	0.289	9.84549637245455e-34
BNIP1	7.01237163982069e-38	0.77286616496141	0.074	0.033	9.98561721510467e-34
WRNIP1	8.8734401860813e-38	0.414825835697802	0.229	0.146	1.26357788249798e-33
KTN1	9.07617487945436e-38	0.322174938941554	0.474	0.354	1.2924473028343e-33
MAP3K8	9.74741390475689e-38	-0.985773435413728	0.173	0.245	1.38803174003738e-33
SULT1C4	1.12366423291643e-37	-1.4308438332281	0.053	0.113	1.60009786767299e-33
PPP3CA	1.17415957053479e-37	0.385931230622014	0.239	0.154	1.67200322844154e-33
RYR3	1.21097333678422e-37	1.47733628354107	0.03	0.008	1.72442603158073e-33
PCDH17	1.22381332769785e-37	-3.82353858873468	0.003	0.039	1.74271017864173e-33
TAX1BP3	1.40671231471403e-37	0.537886211492284	0.149	0.086	2.00315833615278e-33
NENF	1.67415405603196e-37	0.482848525878586	0.35	0.258	2.38399537578951e-33
CDC42EP3	2.0551860431981e-37	0.560665091855794	0.129	0.071	2.92658492551409e-33
GPR146	2.17257316100675e-37	-2.6351166741968	0.013	0.057	3.09374418127361e-33
UPF2	2.30304987921157e-37	0.284977014933413	0.382	0.267	3.27954302799727e-33
RAB37	2.4404660367956e-37	0.275700050299594	0.48	0.348	3.47522363639693e-33
NDUFA13	2.53903730955044e-37	0.356539083173577	0.408	0.298	3.61558912879983e-33
SDHB	3.23227229456388e-37	0.315956020598496	0.357	0.247	4.60275574745897e-33
CENPJ	3.29112782364238e-37	0.741285086121166	0.084	0.04	4.68656602086675e-33
