p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CDCA4	4.57566167375468e-271	0.674398889270521	0.23	0.083	6.51574222342666e-267
CIAO1	4.58843363492839e-271	0.723904713902923	0.238	0.087	6.53392949613803e-267
BARD1	8.88058721610632e-271	1.01904481467925	0.169	0.05	1.26459561957354e-266
BAG1	9.09790094568586e-271	0.629208174372978	0.394	0.188	1.29554109466567e-266
PDSS1	1.05289305551891e-270	2.31404070065805	0.082	0.01	1.49931971105893e-266
NDUFB10	1.11945170554491e-270	0.445101681481435	0.83	0.563	1.59409922869595e-266
CAD	1.22842140263083e-270	1.23028513045837	0.14	0.035	1.7492720773463e-266
SREK1	1.53299886268977e-270	0.482406163577339	0.496	0.249	2.18299038047024e-266
PSMC3	1.56978114836011e-270	0.495167083300211	0.561	0.295	2.23536835526479e-266
RSRC1	1.61089259839271e-270	0.533403481830917	0.362	0.161	2.29391106011121e-266
XRN2	2.88419640800652e-270	0.474469936169641	0.674	0.382	4.10709568500129e-266
NANS	3.25328173605511e-270	0.471186660649717	0.548	0.282	4.63267319214247e-266
NIN	3.98300649683273e-270	0.697036411425886	0.287	0.118	5.6718012514898e-266
EPRS1	4.04402560466711e-270	0.494837466144288	0.506	0.255	5.75869246104596e-266
POLR3H	4.806793109942e-270	0.976879918498314	0.167	0.049	6.84487338855741e-266
ETV6	6.82596203288686e-270	0.543663958385933	0.477	0.241	9.7201699348309e-266
RBBP4	8.84218813668215e-270	0.476233226221025	0.628	0.345	1.25912759066354e-265
APEH	1.39505693634981e-269	0.554321682472211	0.327	0.139	1.98656107736212e-265
TSEN15	1.55381457949672e-269	0.56799738739599	0.29	0.117	2.21263196120333e-265
DBF4	1.99053720962791e-269	0.840465176687664	0.201	0.067	2.83452498651015e-265
MRPS22	2.1002432376531e-269	0.491626926579633	0.36	0.158	2.99074637041802e-265
RBM17	5.38519143348054e-269	0.516273438423209	0.515	0.265	7.66851260127629e-265
DMC1	8.27713999882357e-269	3.36910511041718	0.065	0.004	1.17866473583248e-264
TBCA	1.14509552136759e-268	0.402859145391448	0.894	0.668	1.63061602242745e-264
EZR	3.77755734150676e-268	0.551597372927802	0.319	0.135	5.37924165430563e-264
MBD3	4.5302730029003e-268	1.38787028056229	0.126	0.029	6.45110875613003e-264
ACTG1	1.13085710555117e-267	0.291611277510216	0.997	0.992	1.61034051830486e-263
KDELR2	2.11126061343498e-267	0.575031211011231	0.424	0.206	3.00643511353141e-263
LDLRAD4	3.29734629429227e-267	1.34553507162967	0.133	0.033	4.69542112307219e-263
ZNF593	4.64215829224831e-267	0.478522765585007	0.477	0.235	6.6104334081616e-263
TUBG1	5.83261935832441e-267	0.98399478316948	0.159	0.045	8.30564996625396e-263
NUDCD2	7.09477919081857e-267	0.463168838925924	0.614	0.328	1.01029655677256e-262
TRABD	9.78314941432647e-267	0.500656111538016	0.419	0.198	1.39312047660009e-262
MAP3K1	1.04779589866306e-266	1.49089763025609	0.122	0.027	1.4920613596962e-262
MRPS5	2.46911769962441e-266	0.485903599804138	0.42	0.198	3.51602360426517e-262
ITPA	2.82635842360678e-266	0.484641395659007	0.44	0.21	4.02473439521605e-262
DHX33	3.50104870503782e-266	0.882188768964104	0.196	0.065	4.98549335597386e-262
UCK2	5.1470537657575e-266	0.987462022416749	0.167	0.049	7.32940456243868e-262
HEBP2	5.24752369240017e-266	0.61506708327213	0.382	0.181	7.47247373797785e-262
LYRM4	6.09962293158615e-266	0.431967082767737	0.605	0.322	8.68586305457867e-262
AKR7A2	6.24531901101165e-266	0.648915885613123	0.376	0.178	8.89333427168059e-262
PWP1	7.66467794211776e-266	0.500187803638793	0.444	0.214	1.09145013895757e-261
UBE2E2	1.63839306129099e-265	2.08562764593735	0.086	0.012	2.33307171927836e-261
AGTPBP1	3.22674273171918e-265	1.55384930335945	0.117	0.025	4.59488164996812e-261
DDX11	3.26163712729323e-265	1.35365202039797	0.123	0.028	4.64457126926556e-261
MXD1	3.41086383811835e-265	1.02876288224934	0.186	0.061	4.85707010548053e-261
TSR1	3.52300714192339e-265	0.72745763064508	0.239	0.089	5.01676217009891e-261
LAGE3	3.74408530302989e-265	0.540065541367336	0.553	0.302	5.33157747151457e-261
IKZF1	8.05465308204808e-265	0.502253635308711	0.446	0.218	1.14698259888365e-260
PSMC3IP	1.05537947252738e-264	2.57986910180706	0.07	0.006	1.50286036887898e-260
PGM2	4.07646917440388e-264	0.651104950512949	0.239	0.089	5.80489210435113e-260
UQCC5	4.12998336200144e-264	0.68258699641295	0.269	0.107	5.88109630749005e-260
MMAB	9.64784298918447e-264	0.547953600199885	0.311	0.131	1.37385284165987e-259
RAD23B	1.06980943230014e-263	0.596101050288025	0.351	0.157	1.52340863159541e-259
MLST8	1.37762951206222e-263	0.560939851761042	0.302	0.125	1.9617444251766e-259
HLF	1.43992024168493e-263	-4.23385628565547	0.015	0.127	2.05044642415934e-259
NGLY1	1.47274105683538e-263	0.464090287103152	0.439	0.21	2.09718326493359e-259
CEBPZ	2.03823093472034e-263	0.472216483257008	0.449	0.218	2.90244085104176e-259
NUP62	2.20429580500217e-263	0.58164028877095	0.273	0.108	3.1389172263231e-259
CCNB1	3.80541918412266e-263	1.05258892932404	0.141	0.037	5.41891691819067e-259
RNASEH1-DT	4.50418599737739e-263	0.789619962210176	0.203	0.069	6.41396086026541e-259
UGGT1	6.21708928496647e-263	1.25043722582834	0.139	0.036	8.85313514179225e-259
NDUFV1	6.29578310268447e-263	0.450085926474031	0.663	0.373	8.96519513822269e-259
RRAGD	7.62256708188632e-263	0.905843419695378	0.163	0.048	1.08545355246061e-258
ARL4A	8.44902682987862e-263	-1.54264117476301	0.401	0.476	1.20314142057472e-258
TRA2B	1.23026308684101e-262	0.438906785732846	0.826	0.548	1.75189463566159e-258
EXOSC4	2.8085797483622e-262	0.545540079463179	0.346	0.153	3.99941756166777e-258
CASP2	3.30865248392879e-262	0.612165321301517	0.293	0.122	4.7115211371146e-258
DPM2	5.81859698716412e-262	0.529545695281594	0.331	0.143	8.28568210972171e-258
DOCK5	1.04561084917639e-261	0.925808484405273	0.195	0.066	1.48894984922718e-257
MRPL2	1.08102031981072e-261	0.500954754276442	0.352	0.156	1.53937293541046e-257
ECI1	1.17415237274948e-261	1.22013243690036	0.148	0.04	1.67199297879525e-257
PSMB6	1.68316232234208e-261	0.487695990844731	0.737	0.453	2.39682314701512e-257
SLC4A7	2.24589801363477e-261	1.41926372377683	0.129	0.031	3.19815877141591e-257
NENF	2.56497267851986e-261	0.662576624779287	0.469	0.258	3.65252109421228e-257
ATXN10	8.94357243371755e-261	0.452490748967574	0.602	0.322	1.27356471456138e-256
PRMT5	5.63748149180898e-260	0.572153717544629	0.284	0.115	8.02777364433599e-256
IMMP1L	6.00766121091796e-260	0.519465034103017	0.326	0.14	8.55490956434718e-256
CENPJ	1.82328966873697e-259	1.11234990241437	0.147	0.04	2.59636448828144e-255
GNAI2	1.9841864852118e-259	0.501164511284252	0.471	0.237	2.8254815549416e-255
CEP78	2.32016223610134e-259	1.03652541942972	0.149	0.041	3.30391102420831e-255
MSRB2	5.7318624410338e-259	0.607654893954003	0.356	0.165	8.16217211603213e-255
SMIM12	9.48669081254548e-259	0.548273513041159	0.314	0.134	1.35090477170648e-254
CLTC	1.13831120613541e-258	0.741778069617498	0.228	0.084	1.62095515753683e-254
PPP1CC	1.9383969081589e-258	0.454363517879112	0.628	0.349	2.76027719721827e-254
EI24	1.99817428678294e-258	0.46219883008916	0.469	0.231	2.84540018437891e-254
ACAT2	2.84218506478457e-258	0.563851040437122	0.306	0.13	4.04727153225323e-254
GATAD2A	3.29237447384989e-258	0.97769787114623	0.173	0.054	4.68834125076224e-254
SNHG15	3.37348457914414e-258	0.495138085733277	0.413	0.197	4.80384204070125e-254
PSME3	6.23754089191209e-258	0.648158111993898	0.239	0.09	8.88225823008281e-254
WEE1	8.23286227027409e-258	1.23619963244921	0.138	0.036	1.17235958728703e-253
NUP50	1.55529254865037e-257	0.862788212965457	0.194	0.065	2.21473658927813e-253
BCS1L	1.58014379156203e-257	0.675397637326379	0.217	0.077	2.25012475918433e-253
SDF4	1.7322793811907e-257	0.805358458178618	0.268	0.11	2.46676583881556e-253
MICOS13	2.50463257555487e-257	0.456315513924236	0.713	0.421	3.56659678759014e-253
DRG1	4.23883641821185e-257	0.457714325978291	0.434	0.208	6.03610305953367e-253
HAL	9.30887442348789e-257	4.44971993678778	0.053	0.001	1.32558371790468e-252
C4orf46	1.42536287051401e-256	1.17889607659041	0.128	0.031	2.02971672761194e-252
CRELD2	1.89976879367735e-256	1.15827909903395	0.161	0.049	2.70527076219655e-252
OSGEP	3.19996667727411e-256	0.442947341777917	0.431	0.206	4.55675254843833e-252
ISG15	5.43495070705326e-256	0.468560685000835	0.398	0.19	7.73936980684384e-252
ACOT13	6.44058941012777e-256	0.475794866602275	0.392	0.182	9.17139932002194e-252
PLD1	9.97036677337786e-256	3.41499309104605	0.061	0.004	1.41978022852901e-251
EIF2B3	2.15334206349828e-255	0.715136379137067	0.213	0.076	3.06635909842155e-251
ARMC10	2.17202647002217e-255	0.794896051670484	0.241	0.094	3.09296569331157e-251
CDV3	5.38488537069836e-255	0.650175109178755	0.318	0.14	7.66807676787447e-251
HDLBP	7.54932576907406e-255	0.55663701975627	0.347	0.156	1.07502398951615e-250
IGSF10	1.20952520493578e-254	-2.02029740662732	0.128	0.267	1.72236389182856e-250
VCF2	2.79513763189567e-254	0.583095665231045	0.268	0.107	3.98027598781943e-250
MPDU1	2.95786960005367e-254	0.54552791032035	0.319	0.138	4.21200631047643e-250
SNRPC	1.04577659206045e-253	0.460555397225775	0.74	0.458	1.48918586709408e-249
BMS1	1.58475810411031e-253	0.667565560601099	0.246	0.095	2.25669554025308e-249
NUDT21	1.77096331767268e-253	0.453685389516018	0.43	0.206	2.5218517643659e-249
DNAJC2	1.99526896065611e-253	0.42896471838537	0.548	0.285	2.8412629999743e-249
HYOU1	3.16078232944597e-253	1.25083506145394	0.132	0.034	4.50095403713107e-249
PPAN	4.60699843705932e-253	0.695805972908564	0.219	0.08	6.56036577437248e-249
NEURL1	5.00897326360098e-253	1.22438146298983	0.133	0.034	7.1327779273678e-249
TWF2	6.0714386802197e-253	0.433505191435036	0.485	0.243	8.64572868063286e-249
BTG2	7.29734896230256e-253	-1.96449445695884	0.17	0.308	1.03914249223188e-248
BNIP3L	1.17964757329875e-252	-1.21414197852781	0.413	0.484	1.67981814437742e-248
BCCIP	1.96414379621848e-252	0.48198729523445	0.366	0.167	2.79694076581511e-248
NAT10	2.69713053460714e-252	0.729022905418944	0.209	0.074	3.84071388128056e-248
TBRG4	5.10312454833555e-252	0.576538539682552	0.248	0.095	7.26684935682982e-248
PLGRKT	7.60078301843916e-252	0.517030656377948	0.34	0.151	1.08235150182574e-247
PDCL3	8.57884007779078e-252	0.462252949640239	0.388	0.181	1.22162682707741e-247
PRKG2	1.32626564221077e-251	-3.29706452856944	0.025	0.14	1.88860227450813e-247
TNFRSF14	1.49583571122907e-251	-1.84728291508809	0.159	0.295	2.13007005279019e-247
NTPCR	2.38623330832858e-251	0.487167548720286	0.384	0.179	3.3979962310599e-247
YIF1A	3.0881742115482e-251	0.443566970038133	0.402	0.188	4.39756007724463e-247
COX7C	3.96740182579227e-251	0.234901262927972	0.993	0.975	5.64958019992819e-247
SMARCD2	4.71737114861182e-251	0.941782630894968	0.175	0.056	6.71753651562324e-247
FANCD2	6.96561778126275e-251	1.89400305246229	0.089	0.014	9.91903972051815e-247
PKMYT1	1.27242166740433e-250	3.26901340298789	0.059	0.003	1.81192845438377e-246
GGCX	2.04773511910798e-250	0.567491610051645	0.266	0.107	2.91597480960976e-246
EPHB6	2.06361236122035e-250	1.48651888805517	0.106	0.022	2.93858400237778e-246
MOB1A	2.17168335754325e-250	0.460397163085442	0.426	0.206	3.09247710114159e-246
CPSF6	4.07128859915369e-250	0.427349836975583	0.456	0.223	5.79751496519485e-246
FUOM	5.44119993574057e-250	0.832963492459278	0.187	0.063	7.74826870849458e-246
SLC35F2	6.96797390666195e-250	1.23935324948583	0.126	0.031	9.92239484308661e-246
ELP5	8.55273525634588e-250	0.444474313507381	0.434	0.211	1.21790950050365e-245
NOP14	1.26436861065168e-249	0.710450960559167	0.235	0.09	1.800460901568e-245
CCDC28B	1.51391572186032e-249	0.495297762673106	0.306	0.131	2.15581598792909e-245
TSEN54	1.55362784131272e-249	0.751749489334802	0.215	0.079	2.21236604602931e-245
PRELID1	1.82887476322592e-249	0.555731576719778	0.563	0.335	2.60431766283371e-245
DPP7	1.89899208464722e-249	0.457189178746099	0.7	0.422	2.70416472853764e-245
CHORDC1	2.06765985900539e-249	0.610318076044584	0.251	0.099	2.94434763922368e-245
NDUFB9	2.56949101975106e-249	0.442483982987712	0.85	0.601	3.65895521212551e-245
MKI67	7.38438107684718e-249	2.53279332508383	0.075	0.009	1.05153586534304e-244
PHF5A	1.17293873518992e-248	0.40661653128645	0.511	0.258	1.67026475891045e-244
MTARC1	4.26616517214079e-248	2.6598711187739	0.068	0.007	6.07501920512849e-244
MRPL21	4.84246492724091e-248	0.409986208008927	0.603	0.326	6.89567005639106e-244
PES1	7.43469357433167e-248	0.501298403082204	0.303	0.129	1.05870036498483e-243
THOC6	7.92395036862248e-248	0.485078087672469	0.378	0.176	1.12837053249184e-243
PGK1	2.25664039735162e-247	0.413754225671772	0.87	0.675	3.21345592582871e-243
AIFM1	2.43996013051069e-247	0.676502486738925	0.218	0.08	3.47450322584722e-243
FAM98A	3.51440740365082e-247	0.957271267779736	0.15	0.043	5.00451614279877e-243
CPD	5.3659535659879e-247	1.43849344977714	0.112	0.025	7.64111787796676e-243
SLC39A4	6.74578203807776e-247	0.59446448865759	0.283	0.119	9.60599362222273e-243
SMARCA5	1.55504045585745e-246	0.475708804943031	0.394	0.188	2.214377609141e-242
UBA1	1.75136006679111e-246	0.513091247446646	0.311	0.134	2.49393673511054e-242
FN3KRP	2.78409257863227e-246	0.500792274877777	0.274	0.112	3.96454783197235e-242
NCAPH2	2.89681225424834e-246	0.751823920114031	0.184	0.061	4.12506065004964e-242
MMS22L	4.42914191662691e-246	1.05146261309625	0.156	0.047	6.30709808927672e-242
DDX41	4.58497214987605e-246	0.532559737434685	0.287	0.12	6.5290003414235e-242
PDK1	5.57511411708835e-246	2.32781865699221	0.076	0.01	7.93896250273381e-242
ARF3	9.27989363459345e-246	0.43378601730205	0.402	0.19	1.32145685356611e-241
POP5	9.67313344123626e-246	0.405084166748097	0.452	0.221	1.37745420203204e-241
BIRC3	1.12100887848847e-245	-2.427450130499	0.104	0.236	1.59631664296758e-241
TMEM33	1.28658614780133e-245	0.630976128901363	0.232	0.088	1.8320986744691e-241
MTIF3	1.41551412866714e-245	0.420567837067165	0.61	0.336	2.01569211922201e-241
PIGT	2.76756208430261e-245	0.432951677803682	0.416	0.199	3.94100840804692e-241
MTIF2	5.03880613718631e-245	0.624690337515105	0.251	0.1	7.17525993935331e-241
TMEM14B	1.69510597334322e-244	0.425143190031706	0.816	0.537	2.41383090604074e-240
PEMT	1.80038177958628e-244	0.654840263790254	0.216	0.08	2.56374365413086e-240
COA6	3.02008966627104e-244	0.449036469446151	0.38	0.177	4.30060768476996e-240
NXT1	3.89924297039507e-244	0.406356951827248	0.514	0.262	5.55252198984258e-240
NMNAT3	4.72890912193919e-244	0.847312624123618	0.17	0.054	6.73396658964141e-240
NIPA2	6.92293896317246e-244	0.681646073543507	0.216	0.079	9.85826508355758e-240
PDE7A	8.83229313813266e-244	0.729864397472543	0.224	0.085	1.25771854287009e-239
MIF4GD	1.00689085113516e-243	0.502573418303923	0.372	0.174	1.43381257201646e-239
CDK1	1.23423209194671e-243	1.65551404073814	0.089	0.015	1.75754649893212e-239
LRRC8C	1.49475084449285e-243	2.09479838864064	0.077	0.01	2.12852520255781e-239
APEX2	2.10587634689095e-243	0.842144363359502	0.168	0.053	2.99876791797272e-239
GRWD1	3.12554385210656e-243	0.600707117364738	0.235	0.091	4.45077444539975e-239
RASGRP3	3.2457665683777e-243	2.75816931248063	0.069	0.007	4.62197159336984e-239
PIK3IP1	3.90200706662387e-243	-2.55588131087362	0.066	0.194	5.55645806287238e-239
DHTKD1	4.62791883685624e-243	0.979138574237818	0.152	0.045	6.59015642368328e-239
MYCBP2	7.60814331975287e-243	0.477500908251179	0.559	0.308	1.08339960873281e-238
BLM	1.14140024107458e-242	1.40321061625427	0.108	0.023	1.6253539432902e-238
PABPN1	1.41152033682471e-242	0.426042589064571	0.537	0.283	2.01000495963838e-238
KNTC1	2.79115039042667e-242	2.10089644486199	0.081	0.012	3.97459815596758e-238
VAMP2	4.87678445028729e-242	-0.778200884346306	0.634	0.633	6.94454105720911e-238
SPC25	5.55575414350003e-242	3.13697702586375	0.059	0.004	7.91139390034404e-238
BDP1	5.90610054637835e-242	0.497178807607022	0.407	0.199	8.41028717804278e-238
VSTM1	1.84997819248082e-241	2.71607957452191	0.068	0.007	2.63436894609269e-237
SRP19	1.94089825385355e-241	0.404029591770735	0.472	0.235	2.76383911348746e-237
CCT7	2.63508246618464e-241	0.439235825710927	0.772	0.509	3.75235743184692e-237
SMYD2	4.19927814846349e-241	1.7304359963445	0.088	0.015	5.979772083412e-237
PFKP	4.37389079988956e-241	0.529576800532231	0.276	0.115	6.22842049904273e-237
PPRC1	6.42953660117003e-241	1.14891680965766	0.128	0.033	9.15566012006612e-237
GIMAP1	7.57971614264366e-241	-3.06362929578271	0.037	0.153	1.07935157871246e-236
BEX5	8.38277242964142e-241	-2.53093545951648	0.066	0.192	1.19370679398094e-236
ABHD17C	1.25670274893437e-240	3.01723482201245	0.06	0.004	1.78954471448254e-236
NCF4	1.38221388832974e-240	0.467620040558601	0.415	0.203	1.96827257698154e-236
IARS1	1.42374229552973e-240	0.477734833625832	0.346	0.158	2.02740902883433e-236
LAS1L	9.33474675107566e-240	0.48950645157151	0.284	0.119	1.32926793735317e-235
XPO6	1.14190341049106e-239	0.973003483293733	0.146	0.042	1.62607045653927e-235
LYPLA1	2.31074718303875e-239	0.425095998176585	0.536	0.283	3.29050398864718e-235
SERPINB10	3.10918624047524e-239	6.51009759912867	0.046	0	4.42748120643674e-235
PLTP	3.43392089341179e-239	0.790605633545156	0.187	0.064	4.88990335221839e-235
LY86	3.64702735655531e-239	4.01840728457959	0.054	0.002	5.19336695573476e-235
ADRM1	3.83685237194446e-239	0.428169587619916	0.497	0.253	5.46367777764891e-235
MCFD2	4.58278114389147e-239	0.469755539068561	0.352	0.162	6.52588034890145e-235
PDS5A	4.84647658171662e-239	0.592819179101604	0.29	0.125	6.90138265236446e-235
BEX1	6.20857179469736e-239	-1.29261832855902	0.235	0.379	8.84100623564904e-235
IL18	7.48777732631248e-239	-1.21089644844202	0.396	0.473	1.0662594912669e-234
HILPDA	9.24736808341602e-239	1.19382278186103	0.119	0.029	1.31682521507844e-234
PDE3B	1.05884007640312e-238	4.93801783284671	0.05	0.001	1.50778826879804e-234
ANAPC5	1.13338294892156e-238	0.411889134665731	0.654	0.369	1.61393731926431e-234
CST3	1.61989381554503e-238	-1.09286313092841	0.456	0.528	2.30672879333613e-234
DDX10	2.1608057111053e-238	0.61524847956349	0.259	0.107	3.07698733261395e-234
HNRNPL	2.67045408194797e-238	0.612531951358704	0.284	0.123	3.80272661269391e-234
ANP32E	3.30201506969241e-238	0.473792663291982	0.431	0.215	4.702069459242e-234
TOR1A	4.23027339989591e-238	0.530195827626983	0.291	0.124	6.02390932145178e-234
RIC3	4.57648426720093e-238	-2.5172623266089	0.064	0.19	6.51691359649413e-234
RNASET2	1.14219038538086e-237	0.471664949435577	0.583	0.342	1.62647910878234e-233
AK6	1.16709067414134e-237	0.439212188001124	0.659	0.384	1.66193711997727e-233
UBA2	1.16809679054347e-237	0.433775463498133	0.484	0.248	1.6633698297339e-233
CHD1L	1.6552963538885e-237	0.453803405265998	0.343	0.156	2.35714200793722e-233
DDX56	1.71235567519158e-237	0.50354786368502	0.277	0.116	2.43839448147281e-233
TARS1	2.53679494882842e-237	0.471859849026154	0.339	0.153	3.61239600713167e-233
ATP8B4	2.58377881089661e-237	0.539615860782259	0.365	0.174	3.67930102671677e-233
EIF1AX	3.12356738264509e-237	0.445563575577238	0.823	0.568	4.44795995288661e-233
LILRA2	3.23135167276655e-237	1.64009749014283	0.098	0.019	4.60144478201957e-233
CHMP4B	5.31645643430386e-237	0.660069465785777	0.255	0.105	7.5706339624487e-233
R3HDM1	5.58756744502504e-237	0.704412735089172	0.223	0.085	7.95669604171566e-233
SRSF7	5.93693612894975e-237	0.372993219542476	0.875	0.668	8.45419704762444e-233
ARHGAP4	6.84555052689139e-237	0.500224831533164	0.317	0.141	9.74806395029333e-233
S100A6	1.79853298501513e-236	-0.709571847920776	0.723	0.704	2.56111097066154e-232
MTHFD1L	2.11662085676155e-236	1.12844435870713	0.142	0.041	3.01406810002845e-232
ALG5	2.66362882872479e-236	0.441535812432276	0.426	0.209	3.7930074521041e-232
MNDA	2.69931973708018e-236	4.15669513960287	0.054	0.003	3.84383130560217e-232
BIK	3.09181396105249e-236	3.46518523471228	0.054	0.003	4.40274308053874e-232
THOC7	4.94537435557463e-236	0.41189534714139	0.785	0.51	7.04221308233828e-232
MTF2	5.36659248188663e-236	0.42048472220231	0.643	0.366	7.64202769420656e-232
EDEM3	1.2484373209768e-235	1.08665407211203	0.142	0.041	1.77777474507096e-231
RAD1	1.34739456550575e-235	0.63128882577279	0.209	0.077	1.91868986128018e-231
XPNPEP1	1.50942724725683e-235	0.596717034123582	0.233	0.091	2.14942440009372e-231
LINC00926	1.7537940894383e-235	3.05624542054939	0.061	0.005	2.49740278336014e-231
SMC5	6.46078864063472e-235	0.558516456973099	0.306	0.136	9.20016302426385e-231
GALNT1	7.1913707000132e-235	0.610658094952067	0.286	0.124	1.02405118768188e-230
RCOR1	7.82647857920177e-235	1.29098984162856	0.123	0.032	1.11449054967833e-230
ICMT	9.53561187265334e-235	1.50526968141567	0.101	0.021	1.35787113066583e-230
TRIP13	2.29550772418515e-234	2.09290909876694	0.073	0.009	3.26880299923965e-230
N4BP2L2	2.75194836793755e-234	-0.696173242312546	0.691	0.672	3.91877447594307e-230
PBRM1	1.17800535034707e-233	0.588963695044582	0.27	0.114	1.67747961889423e-229
CCAR1	1.41712564931905e-233	0.409161528598125	0.447	0.224	2.01798692463033e-229
MDN1	2.46033266933419e-233	0.878170344564473	0.171	0.057	3.50351372113189e-229
HLA-DRB5	3.07620983293116e-233	-0.868096812574223	0.6	0.626	4.38052280209397e-229
NUP205	3.23670971283637e-233	1.36264136774156	0.108	0.024	4.60907463107899e-229
UTP18	5.53115549521276e-233	0.421335971798565	0.427	0.211	7.87636542518297e-229
NDUFB7	6.92960814680745e-233	0.417157171963327	0.785	0.505	9.86776200105381e-229
HSPBP1	1.16017596504654e-232	0.534908432651796	0.27	0.113	1.65209057422627e-228
PIGF	1.3138825392997e-232	0.42214824236017	0.317	0.14	1.87096873596277e-228
RRP9	1.79515237921555e-232	0.606511213985452	0.228	0.088	2.55629698800295e-228
PSMB1	2.53871562160615e-232	0.362232964404976	0.901	0.711	3.61513104516716e-228
STK32C	3.13191644899994e-232	0.678196577398498	0.238	0.096	4.45984902337592e-228
CNTRL	4.88804487365392e-232	0.417016265279199	0.487	0.253	6.96057590008318e-228
ATP2A2	1.60059860206948e-231	0.757263392213108	0.197	0.071	2.27925240934694e-227
DDX55	3.18788585390988e-231	0.804663376868691	0.182	0.063	4.53954945596766e-227
PPP5C	4.35612078663955e-231	0.77802051283014	0.174	0.058	6.20311600017472e-227
GALNT7	5.47327854198787e-231	0.6980478329234	0.2	0.073	7.79394864379072e-227
WDR54	8.11525405433812e-231	0.400927942107235	0.425	0.209	1.15561217733775e-226
PMPCA	8.13672047371452e-231	0.438829804411318	0.312	0.138	1.15866899545695e-226
MFSD3	1.78678945042324e-230	1.26952734037214	0.117	0.029	2.5443881774027e-226
PTPMT1	1.79036739719643e-230	0.500460616512782	0.32	0.145	2.54948317360772e-226
MIX23	2.84532403292497e-230	0.571840972081788	0.234	0.092	4.05174142288516e-226
GFUS	5.21360321691619e-230	0.472379603081565	0.314	0.14	7.42417098088865e-226
RBM28	6.77176135741631e-230	0.532322479031201	0.279	0.12	9.64298817296083e-226
UBAP2	1.08389819764025e-229	0.632426907551248	0.229	0.09	1.54347103343972e-225
SASS6	2.49428796578981e-229	0.901588412913952	0.148	0.045	3.55186606328469e-225
MPHOSPH6	2.83151038480172e-229	0.419828127028235	0.324	0.145	4.03207078795765e-225
SH3KBP1	3.91363866574004e-229	0.565823312871318	0.291	0.128	5.57302146001381e-225
SLC36A4	4.9117415368408e-229	0.872616498641678	0.171	0.058	6.99431994846129e-225
ATP6V0D1	7.96533314902545e-229	0.465043131142064	0.3	0.131	1.13426344042122e-224
RIOK1	1.59844235188006e-228	0.490236377396649	0.283	0.122	2.27618190907721e-224
HLA-DMA	2.09151766433511e-228	-0.67790400663046	0.725	0.707	2.9783211540132e-224
GIMAP2	2.59839541584607e-228	-1.60736874296687	0.226	0.343	3.70011507216481e-224
POLDIP2	3.00982579874162e-228	0.494782560484777	0.349	0.164	4.28599193740807e-224
CSTF3	4.67743181126946e-228	0.45676071579974	0.397	0.195	6.66066289924771e-224
NCAPG2	5.78502406358768e-228	2.02303282033331	0.076	0.011	8.23787426654886e-224
MAP2K3	6.08059803133432e-228	0.740960411147792	0.212	0.081	8.65877159662008e-224
NIP7	1.24141342172655e-227	0.483118102013188	0.3	0.132	1.76777271253861e-223
BDH1	1.28302393538603e-227	0.660262049912286	0.211	0.08	1.82702608398971e-223
SFT2D2	1.89385334996076e-227	0.79071238678289	0.182	0.064	2.69684717034413e-223
DNM1L	2.53249794861894e-227	0.509116224218294	0.313	0.141	3.60627707883337e-223
NDC1	2.56309849744903e-227	1.53104977013622	0.093	0.018	3.64985226036742e-223
U2AF2	6.02121720932046e-227	0.411349376253321	0.316	0.141	8.57421330607234e-223
MBD4	3.00193218896817e-226	0.407598431095228	0.425	0.21	4.27475143709067e-222
GNL2	6.04783006740433e-226	0.483558713079935	0.298	0.132	8.61211001598377e-222
WDR5	8.26768434405516e-226	1.16495322591958	0.12	0.031	1.17731825059345e-221
PARPBP	1.00284221427273e-225	1.56044907268877	0.088	0.016	1.42804731312437e-221
ITPR2	1.92081107242132e-225	0.812821498048439	0.207	0.079	2.73523496712797e-221
ZDHHC24	2.76698732656399e-225	0.552561638870549	0.3	0.135	3.94018995302712e-221
PRDX2	4.07555517743932e-225	0.427573048079367	0.806	0.565	5.8035905726736e-221
PARP1	4.91599918122451e-225	0.419619975503626	0.8	0.541	7.00038283406371e-221
YWHAG	5.40423305700051e-225	0.393848930264361	0.429	0.213	7.69562787316873e-221
DDIT4	1.51827146362986e-224	-1.37666846844267	0.303	0.428	2.16201856420892e-220
TMEM183A	2.46051191323772e-224	0.372510145587311	0.401	0.194	3.50376896445051e-220
CPSF1	2.57760997628323e-224	0.922957226543402	0.156	0.05	3.67051660622732e-220
TTC1	4.12439316935409e-224	0.372793594120947	0.486	0.249	5.87313587316022e-220
ANKRD27	5.43558414524231e-224	1.12074392341912	0.127	0.035	7.74027182282505e-220
POLR2D	1.2130725825072e-223	0.536633813726588	0.241	0.098	1.72741535749025e-219
CDH7	1.31407841364341e-223	-7.00273201517369	0.002	0.088	1.87124766102822e-219
ATPAF1	1.78425930251046e-223	0.802854996038554	0.18	0.063	2.54078524677489e-219
NNT	2.6288174133688e-223	0.728013883051691	0.192	0.07	3.74343599663717e-219
CNDP2	2.74396526975168e-223	0.507114027878398	0.283	0.123	3.90740654412639e-219
XRCC5	3.12718606943735e-223	0.415721597082804	0.794	0.53	4.45311296287879e-219
