p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PLEKHG2	1.55608015979082e-17	1.33628699815434	0.042	0.015	2.21585814754212e-13
H2AZ2	1.5802513343168e-17	0.347018977049951	0.581	0.466	2.25027790006712e-13
ATMIN	1.63587530144236e-17	0.743128204839058	0.075	0.034	2.32948642925392e-13
ZC3H18	1.64366727529624e-17	0.548258312523055	0.145	0.082	2.34058220002185e-13
SIN3A	1.66064378394249e-17	0.589630080056796	0.147	0.084	2.36475674833411e-13
PHF1	1.71156849272219e-17	-1.39855637308004	0.066	0.134	2.4372735336364e-13
CCDC14	1.73023781819716e-17	0.366713408172287	0.311	0.208	2.46385865311275e-13
FBRS	1.73404244717515e-17	0.770113656183499	0.128	0.071	2.46927644477741e-13
SLC38A2	1.74690118406014e-17	0.424770104068533	0.295	0.2	2.48758728610164e-13
AGO4	1.99870709075581e-17	0.968803966534762	0.069	0.031	2.84615889723628e-13
SAT2	2.15607760584781e-17	-0.70738762472501	0.28	0.349	3.07025451072729e-13
AP1S2	2.18203726257995e-17	0.439441408049221	0.346	0.245	3.10722106191385e-13
AAGAB	2.22092146839953e-17	0.685230011458288	0.092	0.045	3.16259217100093e-13
SF3B1	2.36115734200756e-17	0.320964515674796	0.505	0.373	3.36228805501876e-13
FBRSL1	2.38907990710936e-17	0.769550106681094	0.062	0.026	3.40204978772373e-13
TOP1	2.4483491689199e-17	0.337457739541306	0.379	0.263	3.48644921654194e-13
DENND1B	2.4755849413128e-17	0.689362541705201	0.133	0.075	3.52523295642943e-13
SMARCD1	2.53655846684326e-17	0.52695187690237	0.199	0.124	3.61205925678481e-13
MRC2	2.56071747175154e-17	1.91269988381775	0.02	0.004	3.6464616797742e-13
CUL4B	2.58232265834135e-17	0.754981419312148	0.08	0.038	3.67722746547808e-13
GATAD2A	2.58736940518503e-17	0.682797958106699	0.105	0.054	3.68441403298349e-13
APOBR	2.60568363459516e-17	1.74662216318137	0.033	0.01	3.71049349566351e-13
JAKMIP2	2.73841168246866e-17	0.828003176619374	0.106	0.055	3.89949823583537e-13
TSNAX	2.77539295127407e-17	0.394763431734902	0.228	0.144	3.95215956261427e-13
POLR2A	2.78846311369029e-17	0.484462587869254	0.22	0.139	3.97077147389498e-13
GPT2	2.79681286841729e-17	1.57877480442694	0.029	0.008	3.98266152462622e-13
SERPINE2	2.87531861880823e-17	-1.17643436962573	0.116	0.188	4.09445371318291e-13
MVB12B	2.9137652532471e-17	1.59060056772891	0.031	0.01	4.14920172062386e-13
TMEM237	3.17453852003877e-17	0.570315237411867	0.08	0.037	4.52054285253521e-13
CLTB	3.18679117944097e-17	0.63821609264141	0.169	0.102	4.53799063952394e-13
HBA1	3.31823074631687e-17	0.186740651279237	0.101	0.052	4.72516058275523e-13
FKBP3	3.58144386403464e-17	0.302928125243594	0.535	0.404	5.09997606238532e-13
H1-2	3.63421227619052e-17	-1.75299922833391	0.257	0.318	5.1751182812953e-13
HMGA1	3.70405691121575e-17	0.320918352424186	0.596	0.486	5.27457704157123e-13
RRP36	3.80465108268168e-17	1.14065576501959	0.054	0.022	5.41782314173872e-13
PROSER1	4.04548356219571e-17	0.841332293411913	0.078	0.036	5.76076859256669e-13
NFKBIA	4.1701934331437e-17	-0.528944002269825	0.414	0.478	5.93835544879663e-13
MAN1A2	4.17572795795585e-17	0.44812955567079	0.292	0.198	5.94623661212913e-13
FANCA	4.27673565509313e-17	0.523253961992868	0.088	0.043	6.09007157285262e-13
TLK1	4.36588774440058e-17	0.37265098922085	0.251	0.162	6.21702414802643e-13
EP400	4.48309788420891e-17	0.597305919133436	0.117	0.063	6.38393138711349e-13
NUP160	4.49342873908797e-17	0.38067979929746	0.176	0.103	6.39864252446127e-13
SNRPD3	4.55442350974632e-17	0.292883999097495	0.55	0.419	6.48549907787877e-13
SIDT1	4.55996450501764e-17	1.32278841252852	0.034	0.011	6.49338945514512e-13
ICMT	4.61997362606633e-17	1.00876660618332	0.053	0.021	6.57884244351845e-13
GNB4	4.70698396816085e-17	0.574930916391203	0.166	0.099	6.70274517066105e-13
DTYMK	4.90096570072416e-17	0.276999732740168	0.174	0.102	6.97897515783121e-13
LILRB1	4.96995859753625e-17	2.57219359703642	0.013	0.002	7.07722104289162e-13
DNAJC5B	5.00251312154805e-17	2.4735578626016	0.011	0.002	7.12357868508442e-13
RAPGEF1	5.05962496317309e-17	1.28062930369489	0.041	0.014	7.20490594755848e-13
DDB1	5.12900652596728e-17	0.385296814242888	0.246	0.158	7.30370529297741e-13
SLC25A17	5.49578170297753e-17	0.672107497996952	0.089	0.043	7.82599314504e-13
PSME2	5.61710837839499e-17	0.421617674074577	0.63	0.565	7.99876233083447e-13
MRFAP1	5.63628998574173e-17	-0.459228792614373	0.522	0.552	8.02607693969622e-13
TARBP1	5.69750431369692e-17	0.403863289295314	0.289	0.194	8.11324614270441e-13
ACLY	5.75030325686812e-17	0.542123231383323	0.138	0.077	8.18843183778021e-13
TBC1D14	5.84232860369138e-17	1.09408479393549	0.054	0.022	8.31947593165653e-13
ZNF430	6.16021534899329e-17	0.538186271344933	0.172	0.103	8.77214665696644e-13
ARHGEF18	6.17328212537445e-17	1.73928950021863	0.018	0.004	8.79075374653321e-13
THRA	6.28220547249612e-17	0.967195939607313	0.104	0.055	8.94586059283448e-13
DNPH1	6.53083017096724e-17	-0.654103918049714	0.289	0.361	9.29990216345735e-13
EMC8	6.60870795778394e-17	0.674255488921881	0.11	0.058	9.41080013188433e-13
PIK3CD	6.64145294190647e-17	0.767702967144901	0.081	0.039	9.45742898927482e-13
VPREB3	6.8430852762665e-17	1.91008094436363	0.026	0.007	9.74455343340349e-13
BCL7C	7.1347967156028e-17	0.687100495582026	0.111	0.059	1.01599505230184e-12
STAG2	7.40857209593294e-17	0.390894819122312	0.326	0.226	1.05498066646085e-12
ARHGEF1	7.73515947015442e-17	0.451497524461901	0.249	0.163	1.10148670854999e-12
DZIP3	8.07321333298109e-17	0.85404636208738	0.129	0.073	1.14962557861651e-12
ARIH1	8.81813366752249e-17	0.635221646629157	0.126	0.07	1.2557022342552e-12
NAA10	8.99378457394159e-17	0.267001093863475	0.372	0.254	1.28071492332928e-12
KRAS	9.48669025000602e-17	0.477854258382487	0.225	0.146	1.35090469160086e-12
VRK1	9.58665262745682e-17	0.36153402334577	0.222	0.139	1.36513933414985e-12
C1orf216	9.74242405384017e-17	-2.02720822398745	0.039	0.096	1.38732118526684e-12
NEK2	1.0813942308922e-16	2.17326320443497	0.011	0.001	1.53990538479049e-12
SNX1	1.08650072589874e-16	0.437276282228706	0.172	0.103	1.5471770336798e-12
GLRX3	1.08993268081733e-16	0.328809785166295	0.343	0.235	1.55206413748387e-12
UBTF	1.09821789608919e-16	0.425444765049553	0.252	0.165	1.56386228403101e-12
CSNK1G2	1.13022733687623e-16	0.758619064342338	0.109	0.058	1.60944372771175e-12
MBD4	1.1483450627336e-16	0.317209789681288	0.312	0.21	1.63524336933265e-12
TMEM19	1.15343063687505e-16	0.639152402914573	0.098	0.05	1.64248522691006e-12
RER1	1.15696611291078e-16	0.334908867673194	0.328	0.225	1.64751974478495e-12
NCAPG	1.17166902567958e-16	1.68274659856331	0.017	0.003	1.66845669256772e-12
CPNE1	1.1866793275417e-16	0.316152502209162	0.462	0.339	1.68983136241939e-12
HSPD1	1.18803483111435e-16	-0.265522682627434	0.658	0.722	1.69176159950684e-12
STUB1	1.2028423518604e-16	0.437875883961433	0.269	0.181	1.71284750904921e-12
LEO1	1.2346598964365e-16	0.516741437801949	0.15	0.087	1.75815569252558e-12
CMPK1	1.30245173103565e-16	0.337901974886287	0.352	0.247	1.85469126499476e-12
PSMD7	1.30661244353639e-16	0.319322752275437	0.455	0.335	1.86061611959581e-12
SRM	1.36740948299426e-16	0.521172411423252	0.249	0.168	1.94719110378382e-12
HNRNPUL2	1.36762076965925e-16	0.44091921230354	0.133	0.074	1.94749197599477e-12
NDUFS2	1.37055404409242e-16	0.357639841298046	0.382	0.271	1.95166895878761e-12
SH3GL1	1.43522149196878e-16	0.813327895172837	0.068	0.031	2.04375540456355e-12
PCDH17	1.43528368697506e-16	-6.92833077594314	0.001	0.039	2.04384397025249e-12
DENND3	1.45745257193161e-16	0.832446123971845	0.066	0.029	2.07541246243062e-12
RUNX1	1.49868355547184e-16	0.405187356368398	0.319	0.222	2.1341253829919e-12
EAF2	1.55091923944453e-16	-0.642556605040705	0.336	0.393	2.20850899696901e-12
STARD3	1.55115672985433e-16	-1.16856096160317	0.11	0.18	2.20884718331257e-12
TRAK1	1.55487745612639e-16	0.767648474004223	0.088	0.044	2.21414549752398e-12
ARMC10	1.55869127036995e-16	0.644231928358399	0.157	0.094	2.21957636900681e-12
DNAJB11	1.58051570713915e-16	0.422975570154392	0.269	0.18	2.25065436696615e-12
LPAR4	1.62859069400852e-16	1.69669788124487	0.018	0.004	2.31911314826813e-12
AHCYL2	1.67714702848112e-16	1.56922684934148	0.025	0.007	2.38825736855712e-12
ZDHHC2	1.89988659177607e-16	0.731190657353061	0.089	0.045	2.70543850668912e-12
ZNF124	1.93291702493663e-16	0.620161088425667	0.11	0.059	2.75247384350975e-12
DUSP23	1.93309270742614e-16	-0.800060485370229	0.248	0.312	2.75272401537482e-12
RDH5	1.9427477429384e-16	0.728120083561642	0.077	0.037	2.76647278594428e-12
ZNF726	1.9481576251998e-16	0.723924099685449	0.078	0.037	2.77417645828452e-12
BRPF1	1.99497464036053e-16	0.87790277296276	0.063	0.028	2.84084388787339e-12
SEC11C	1.99703141775037e-16	0.372958442575155	0.291	0.194	2.84377273887652e-12
PBX2	2.03174032207567e-16	0.680377127662585	0.094	0.048	2.89319821863576e-12
ELF4	2.03549973603348e-16	1.34176308114812	0.041	0.015	2.89855162411167e-12
LENG8	2.03645085809251e-16	0.562568126300091	0.18	0.111	2.89990602192373e-12
UBN1	2.08872317627979e-16	0.716333564580053	0.142	0.084	2.97434180302242e-12
SLC23A1	2.10117098567103e-16	2.08249003606716	0.014	0.003	2.99206748359554e-12
LINC02724	2.14598115786415e-16	1.83740968012793	0.024	0.006	3.05587716879855e-12
ATG4C	2.28941499974689e-16	0.458189667613715	0.149	0.086	3.26012695963957e-12
DUSP5	2.35801510757046e-16	2.54550878249793	0.015	0.003	3.35781351318033e-12
GPS1	2.36203267440208e-16	0.332972213519092	0.201	0.123	3.36353452834856e-12
GABARAPL1	2.40662885391413e-16	-2.05667572414584	0.025	0.077	3.42703948797372e-12
MYH10	2.41312301157758e-16	-2.24892614271958	0.015	0.064	3.43628716848648e-12
ZNF609	2.42431416746023e-16	0.680419599667384	0.138	0.08	3.45222337446337e-12
MAPK1	2.45253981824391e-16	0.671720801871286	0.133	0.076	3.49241670117932e-12
MICAL1	2.46559689640407e-16	0.452527872476766	0.175	0.105	3.51100998047939e-12
PPP1R37	2.55679945384437e-16	1.02448068512258	0.053	0.021	3.64088242227438e-12
ABI1	2.56001526832021e-16	0.325612350765549	0.314	0.212	3.64546174208798e-12
SLC25A39	2.56995816741202e-16	0.367200025277724	0.283	0.188	3.65962043039472e-12
THAP11	2.58057555132106e-16	0.535742141656724	0.125	0.069	3.67473958508119e-12
RNF4	2.62476133669266e-16	0.588557566337242	0.118	0.065	3.73766014345035e-12
HOXA10	2.65018864242373e-16	0.714444607193467	0.216	0.142	3.77386862681139e-12
FAM174C	2.73651156491496e-16	0.494377512179046	0.207	0.132	3.8967924684389e-12
PRKCH	2.80960994662177e-16	-1.18877144496941	0.089	0.158	4.0008845639894e-12
GASK1B	2.81373847428854e-16	-5.82964807458357	0.001	0.038	4.00676358738688e-12
TASOR2	2.90279374040707e-16	0.639057768647481	0.118	0.065	4.13357828633967e-12
NUP93	2.97472211219158e-16	0.474986524806439	0.148	0.086	4.23600428776082e-12
FXYD6	3.00647158422334e-16	-2.68887137789041	0.016	0.064	4.28121553593404e-12
MLX	3.01253569937696e-16	0.497641236034247	0.162	0.097	4.28985083591279e-12
MAP7D1	3.02643594614941e-16	0.627075848336219	0.165	0.1	4.30964478731676e-12
KYNU	3.04270441823698e-16	1.18043403508538	0.049	0.02	4.33281109156946e-12
CCDC85B	3.24015767077641e-16	-0.534813887188651	0.415	0.472	4.6139845231856e-12
PRSS3	3.25566387080653e-16	3.51426617103162	0.022	0.005	4.63606535202849e-12
S1PR4	3.31372837041156e-16	-0.969669992505956	0.173	0.243	4.71874919946606e-12
CD55	3.48271858509166e-16	-1.03560841380024	0.115	0.186	4.95939126517052e-12
ITGB3BP	3.48481627763549e-16	0.36409583210726	0.233	0.15	4.96237837935294e-12
PTAFR	3.56648119103573e-16	-3.92305155547134	0.004	0.044	5.07866921603487e-12
GPN3	3.6464641441584e-16	0.344502530926753	0.205	0.127	5.19256494128156e-12
NPEPPS	3.64757945229508e-16	0.420554130220193	0.22	0.14	5.19415314006819e-12
TAF10	3.84979321330739e-16	0.645077564713199	0.117	0.064	5.48210553574972e-12
ACER3	3.87365959836765e-16	0.996561734479399	0.062	0.027	5.51609126807553e-12
NAA25	4.00859804991692e-16	0.465276723731489	0.144	0.082	5.70824362308169e-12
ASPM	4.1972494359777e-16	2.00414643665206	0.022	0.005	5.97688319683224e-12
ANKRD10	4.20893611758451e-16	0.412524569158896	0.293	0.2	5.99352503144034e-12
NOG	4.21091010995406e-16	-3.94501435673776	0.005	0.046	5.99633599657458e-12
RELL1	4.26289544335597e-16	1.33467269657808	0.031	0.01	6.0703631113389e-12
PDCD6IP	4.32067241081217e-16	0.40809021902087	0.26	0.171	6.15263751299652e-12
ARID4B	4.37198965537997e-16	0.339797977728115	0.498	0.375	6.22571326926108e-12
CPNE3	4.44320456864063e-16	0.325965390980579	0.375	0.265	6.32712330574426e-12
SRRT	4.46835872029387e-16	0.336506685204515	0.201	0.124	6.36294281769847e-12
TROAP	4.47621798582836e-16	1.85552004373007	0.018	0.004	6.37413441181959e-12
MTFR2	4.49158678939296e-16	1.27537994021522	0.021	0.005	6.39601958809558e-12
ZMYM2	4.49735333929559e-16	0.380492414867021	0.32	0.223	6.40423115515692e-12
RRAGC	4.6555774303422e-16	0.58806998346058	0.116	0.063	6.6295422608073e-12
CD52	4.68878392446477e-16	-0.139740056647971	0.774	0.819	6.67682830843784e-12
MSH2	4.75407532802778e-16	0.370233034018897	0.157	0.092	6.76980326711155e-12
SPICE1	4.8594729340377e-16	0.912083797356387	0.059	0.025	6.91988945806969e-12
GHRL	5.00889715430849e-16	1.06358737176407	0.049	0.019	7.13266954773529e-12
JUN	5.05892497199256e-16	-1.15159806284639	0.498	0.542	7.20390916011741e-12
WEE1	5.10595590826549e-16	0.777749378543441	0.076	0.036	7.27088121337006e-12
HMMR	5.11486349406559e-16	2.15103116792102	0.016	0.003	7.2835656155494e-12
LSM5	5.47547504803671e-16	0.282902913784026	0.664	0.556	7.79707646840427e-12
IRF2BPL	5.84291551969298e-16	1.02468997354244	0.071	0.033	8.3203117000428e-12
ATPAF1	5.99918606966081e-16	0.741997881511857	0.114	0.063	8.54284096319699e-12
NSUN5	6.19035326190162e-16	0.3541534390301	0.216	0.136	8.8150630449479e-12
LSM2	6.22055730752744e-16	-0.384686541214894	0.634	0.648	8.85807360591907e-12
MAN2B1	6.33371622016008e-16	0.925200052900072	0.058	0.025	9.01921189750795e-12
RXRA	6.42960344887277e-16	0.892230856334846	0.084	0.042	9.15575531119483e-12
PHGDH	6.5992566897311e-16	0.32812672959627	0.289	0.194	9.39734152617708e-12
CXorf65	6.69197769573688e-16	2.6100068020281	0.011	0.002	9.52937623872932e-12
ZDHHC8	6.75362348068234e-16	0.998262362961983	0.053	0.022	9.61715983649165e-12
LMAN2	6.85763178665985e-16	0.302544274191124	0.538	0.407	9.76526766420362e-12
RNF220	6.89247189057959e-16	-0.67702939461712	0.264	0.334	9.81487997218534e-12
EIF5B	6.93095636366458e-16	0.31817233288542	0.414	0.299	9.86968186185836e-12
ZNF43	6.97842611530419e-16	0.482097254233607	0.151	0.089	9.93727878819317e-12
ATP6V0B	6.9807602587278e-16	0.311990716093945	0.561	0.432	9.94060260842839e-12
ST8SIA6	7.34362364702023e-16	-2.21727220064717	0.011	0.056	1.04573200733568e-11
ROGDI	7.37674827084722e-16	0.536490812654644	0.097	0.05	1.05044895376864e-11
HELZ	7.84932879924217e-16	0.422880286812396	0.203	0.128	1.11774442101209e-11
PSPC1	7.94079452467116e-16	0.489893108740452	0.173	0.106	1.13076914031317e-11
U2SURP	8.09838741790545e-16	0.283719678481494	0.528	0.392	1.15321036830974e-11
PRPF40A	8.10286067977566e-16	0.291667818918576	0.526	0.394	1.15384736080005e-11
ASXL2	8.21752292290062e-16	0.754693741857018	0.089	0.045	1.17017526422105e-11
UBA1	8.33653048980705e-16	0.346581288128185	0.213	0.134	1.18712194174852e-11
RCN1	8.34675592869953e-16	-1.10406844220856	0.142	0.209	1.18857804424681e-11
APOL3	8.47750211397417e-16	-1.44094139592769	0.078	0.141	1.20719630102992e-11
ZC3H4	8.82828698011043e-16	0.829438506181248	0.072	0.034	1.25714806596773e-11
AUTS2	8.98027367126607e-16	0.93738156981638	0.057	0.025	1.27879097078829e-11
RAPGEF2	9.05201772645496e-16	-1.42522838032313	0.053	0.113	1.28900732424719e-11
DLST	9.24918672852352e-16	0.513130145187844	0.137	0.079	1.31708419014175e-11
PPIP5K2	9.53260146660032e-16	0.446833345384924	0.216	0.14	1.35744244884389e-11
NBEAL2	9.53688353057089e-16	0.959634722883748	0.056	0.024	1.3580522147533e-11
NUP155	9.57114510488517e-16	0.762994729376665	0.059	0.026	1.36293106293565e-11
ACAA1	9.66826157872814e-16	0.477945811123448	0.209	0.136	1.37676044881089e-11
TFAM	9.71078174529183e-16	0.373975413132016	0.293	0.199	1.38281532052956e-11
CASP2	1.04244005715699e-15	0.394724755143516	0.195	0.122	1.48443464139155e-11
SMG7	1.07270664480658e-15	0.640908815386173	0.105	0.056	1.52753426220457e-11
SAT1	1.09456297123375e-15	-0.66785796773447	0.493	0.524	1.55865767103686e-11
CDK6	1.11443095874764e-15	0.203082151067893	0.653	0.513	1.58694968525664e-11
FLNA	1.11662707838792e-15	0.53246709318994	0.128	0.072	1.5900769596244e-11
NCKAP1L	1.13651568860045e-15	0.352357388054085	0.304	0.208	1.61839834056705e-11
SRP72	1.14739551996485e-15	0.295233950348502	0.571	0.45	1.63389122042994e-11
SRP54	1.16674942547993e-15	0.288845413238434	0.19	0.116	1.66145118188342e-11
S100A8	1.17840899198111e-15	1.64826739742335	0.058	0.025	1.6780544045811e-11
COPB1	1.19200541207768e-15	0.374048927650824	0.26	0.173	1.69741570679862e-11
SARS2	1.2079243885707e-15	0.655487844792449	0.069	0.032	1.72008432932467e-11
PIGS	1.23588848144822e-15	0.533287170346181	0.133	0.076	1.75990519758227e-11
TOB1	1.27894008619505e-15	0.841090392285605	0.124	0.071	1.82121068274176e-11
CYSLTR1	1.32577783159689e-15	0.500101460603846	0.309	0.216	1.88790763219398e-11
CCDC167	1.34977003336845e-15	0.445001151981716	0.144	0.084	1.92207252751667e-11
TMEM167A	1.43415634203482e-15	0.300855058643795	0.335	0.233	2.04223863105759e-11
PIK3C2B	1.44099513602867e-15	1.11148897240529	0.039	0.014	2.05197707370483e-11
SCT	1.44194102568318e-15	2.66831753578224	0.013	0.002	2.05332402057285e-11
CELF1	1.44658446744731e-15	0.298539315399094	0.314	0.214	2.05993628164496e-11
TMEM140	1.47918484436036e-15	-2.20643931570853	0.026	0.076	2.10635921836915e-11
PCCB	1.53041858271856e-15	0.441703826947354	0.133	0.076	2.17931606179123e-11
SLC12A9	1.56071121922826e-15	0.650517501111417	0.083	0.041	2.22245277618104e-11
BPTF	1.60719693751368e-15	0.304237476650372	0.48	0.359	2.28864843901947e-11
ADORA2A-AS1	1.62956643671832e-15	1.47396099674065	0.036	0.013	2.32050260588688e-11
PRR5	1.66640159113228e-15	-1.34951288779228	0.058	0.118	2.37295586577236e-11
NF1	1.70462810914169e-15	0.641601258654566	0.153	0.092	2.42739042741776e-11
RBM33	1.73402116170073e-15	0.589554413470258	0.191	0.122	2.46924613426184e-11
PABPC1L	1.74295023811898e-15	1.20237671165641	0.045	0.018	2.48196113908143e-11
SNRNP70	1.78361124697088e-15	0.28329015669158	0.409	0.292	2.53986241568653e-11
ERC1	1.88062030732521e-15	0.741532527956417	0.11	0.061	2.6780033176311e-11
PHTF1	1.91096799108287e-15	-1.01898041272871	0.128	0.199	2.72121841930201e-11
SLIRP	1.94781409356117e-15	0.291417125711616	0.498	0.376	2.7736872692311e-11
MFNG	1.95016649292196e-15	-0.883710854610254	0.233	0.292	2.77703708592087e-11
CD247	1.952367305535e-15	3.31229615957376	0.013	0.002	2.78017104308184e-11
EPHA1-AS1	2.01628501565655e-15	-2.17773554337123	0.026	0.076	2.87118986229493e-11
GOLGB1	2.04726262379214e-15	0.467071803839354	0.275	0.189	2.91530197628001e-11
SGPL1	2.04817084562885e-15	0.960393872814539	0.05	0.02	2.91659528417548e-11
BMS1	2.0956432808332e-15	0.438646981119833	0.159	0.095	2.98419603190648e-11
EXOSC6	2.10072744802986e-15	0.497425683918078	0.133	0.076	2.99143588599452e-11
ZBTB8OS	2.13683319256435e-15	0.337551357535465	0.219	0.14	3.04285046621163e-11
ESCO1	2.14128228928255e-15	0.700892519295908	0.139	0.083	3.04918597993835e-11
PNRC1	2.16950571576365e-15	0.264793327361808	0.608	0.473	3.08937613924743e-11
RECQL	2.17346665329377e-15	0.51885869175052	0.129	0.073	3.09501651429032e-11
GANAB	2.29538131597565e-15	0.39665412265281	0.247	0.164	3.26862299394933e-11
GPR12	2.3052677775497e-15	2.08290325420414	0.017	0.004	3.28270131523077e-11
CD2AP	2.37120452981063e-15	0.506207638307097	0.16	0.097	3.37659525045034e-11
RABL3	2.41265934790437e-15	0.885814729567857	0.051	0.021	3.43562691141582e-11
RAB22A	2.41916353400149e-15	0.781823222311295	0.089	0.046	3.44488887241813e-11
ARCN1	2.42870722482315e-15	0.489850650175451	0.122	0.069	3.45847908814817e-11
CLIP2	2.52669659048591e-15	0.72105697064697	0.093	0.048	3.59801594485194e-11
AP1S3	2.55248081001898e-15	1.73645127221555	0.021	0.005	3.63473267346702e-11
MPDZ	2.65367415700038e-15	-3.36618188481481	0.005	0.043	3.77883199956854e-11
SLC48A1	2.68921222687291e-15	-1.81273224498688	0.031	0.084	3.82943821106703e-11
MANSC1	2.71288452318027e-15	-2.30074038893294	0.018	0.065	3.86314756100871e-11
THRB	2.71494501505905e-15	-2.86810009351915	0.01	0.053	3.86608170144408e-11
CAPN15	2.86482884723389e-15	1.09637866464519	0.039	0.015	4.07951627846106e-11
RHOBTB3	2.96322941281437e-15	0.555005686402349	0.168	0.104	4.21963868384767e-11
GNB5	2.9990548692135e-15	0.530675505228852	0.149	0.089	4.27065413376002e-11
TKT	3.00546409391773e-15	-0.256665162459326	0.748	0.791	4.27978086973885e-11
CELA1	3.10781768404382e-15	1.88183542267201	0.013	0.002	4.42553238207839e-11
CTSF	3.20431906763531e-15	-1.09229851245383	0.069	0.133	4.56295035231268e-11
TRIM38	3.2354823614455e-15	0.545400881121172	0.192	0.123	4.60732688269839e-11
GPATCH2	3.25697990704338e-15	0.628622288716189	0.132	0.077	4.63793938762978e-11
CPSF2	3.2627015249974e-15	0.571123997881726	0.109	0.06	4.64608697159629e-11
RABEP1	3.29884722329205e-15	0.605121167480554	0.142	0.084	4.69755844596788e-11
LYPD6B	3.35852940340002e-15	-8.2394531552349	0	0.034	4.78254587044163e-11
CALM2	3.36851890069388e-15	0.530510642848582	0.915	0.894	4.79677091458809e-11
SLC25A4	3.43930192282815e-15	-2.01239526489296	0.026	0.075	4.89756593810729e-11
NAGPA	3.44451142173044e-15	1.01678122567833	0.064	0.029	4.90498426454415e-11
EIF3B	3.45418808622525e-15	0.468928348432448	0.166	0.101	4.91876383478476e-11
PSMB8	3.49755026112592e-15	0.265757031006222	0.661	0.569	4.98051157184331e-11
PTDSS1	3.60947319153491e-15	0.338415100690795	0.279	0.187	5.13988982474571e-11
MED13	3.63685753456576e-15	0.680814286476119	0.12	0.068	5.17888512922164e-11
IPO9	3.63754685934407e-15	0.385825570532851	0.166	0.101	5.17986672770596e-11
CLASP2	3.70222448501132e-15	0.780770745322424	0.092	0.048	5.27196766665612e-11
PRRC2C	3.71875956693642e-15	0.275191769763182	0.648	0.511	5.29551362331747e-11
NTHL1	3.73008632212374e-15	-1.20021511277766	0.125	0.188	5.31164292270421e-11
POLR2B	3.77118429317906e-15	0.376559240248716	0.274	0.186	5.37016643348698e-11
CARD16	3.79425594317979e-15	0.304581962681663	0.298	0.204	5.40302046308802e-11
TMX3	3.81558064513923e-15	0.46277309259797	0.134	0.077	5.43338683867826e-11
YLPM1	3.82347390170533e-15	0.536428873135279	0.166	0.103	5.44462683602839e-11
CYCS	3.94712066114619e-15	-0.488047194480791	0.491	0.526	5.62069982147218e-11
LYPLA1	3.98398858752837e-15	0.328333909673938	0.39	0.283	5.6731997486404e-11
SUPT5H	4.0792448552301e-15	0.413671981806658	0.203	0.129	5.80884467384766e-11
TGFBR2	4.21691655323579e-15	0.820986776528368	0.076	0.037	6.00488917180777e-11
MIAT	4.56121504237202e-15	-3.57647110277133	0.005	0.044	6.49517022033775e-11
VOPP1	4.61894432271417e-15	0.861680567114135	0.086	0.044	6.57737671554498e-11
CS	4.63265358530125e-15	0.405286836254198	0.182	0.114	6.59689870546898e-11
HAUS7	4.70108896377413e-15	1.05574981301342	0.04	0.015	6.69435068441436e-11
TAOK1	4.920319037688e-15	0.647323685469568	0.138	0.082	7.00653430966771e-11
STX8	4.93916293882339e-15	0.31201616411877	0.265	0.176	7.0333680248845e-11
SDCBP	5.04668359020979e-15	-0.631748180141399	0.326	0.381	7.18647743245874e-11
CERS6	5.19993042973918e-15	0.482251220227851	0.199	0.127	7.4047009319486e-11
BCR	5.20442041178174e-15	0.456826973835686	0.161	0.098	7.4110946663772e-11
RBM4	5.2273181968004e-15	0.332839862588908	0.33	0.229	7.44370111224376e-11
TPM2	5.2335661863724e-15	-2.2040853007911	0.017	0.062	7.4525982493943e-11
NPM2	5.3112492375543e-15	-2.04169245830794	0.022	0.07	7.56321891427732e-11
RXFP1	5.35655484569412e-15	2.58032292504075	0.018	0.004	7.62773410026843e-11
NDUFV2	5.37934717813853e-15	-0.460841714857711	0.412	0.475	7.66019038166927e-11
EIF2S3	5.43255597141148e-15	-0.393564849364618	0.569	0.598	7.73595970328994e-11
KNOP1	5.5189876318736e-15	0.401106213387146	0.158	0.095	7.859038387788e-11
TNFRSF21	5.55080812786272e-15	0.793964926188174	0.064	0.029	7.90435077407652e-11
MPZL1	5.67825959349144e-15	0.649646360362043	0.107	0.059	8.08584166113182e-11
MAF1	5.85737499545049e-15	0.39773054638087	0.304	0.214	8.34090199352149e-11
SEC13	5.88762627240849e-15	0.315853336132421	0.276	0.185	8.38397981190969e-11
MRPS18B	5.91461822479345e-15	-0.801044784462281	0.273	0.327	8.42241635210588e-11
CHST13	6.15111050827484e-15	-1.59484794309867	0.029	0.08	8.75918136378337e-11
EPCAM	6.3423091322806e-15	-2.49566504920581	0.015	0.06	9.03144820436757e-11
UNC119	6.66812029475773e-15	0.533501304272716	0.1	0.053	9.49540329973501e-11
FAF1	6.86938670100795e-15	0.702381275926531	0.099	0.053	9.78200666223532e-11
SYTL1	6.87425496355898e-15	0.455870056784136	0.239	0.161	9.78893906810799e-11
SNRPB	7.15709589369467e-15	0.256147321924717	0.689	0.606	1.01917045526212e-10
CHCHD2	7.24374842816483e-15	0.162598483747743	0.918	0.921	1.03150977617067e-10
FBXL20	7.45674610863533e-15	0.59981729819051	0.118	0.067	1.06184064586967e-10
SIRT2	7.46426604297404e-15	0.450251763061815	0.196	0.126	1.0629114845195e-10
